NSX, Description, New Price, Discount percent, Old Price, 
St.Ives, Sữa Tắm St.Ives Tẩy Tế Bào Chết Hương Cam Chanh 650ml, 178.000 ₫, 1%, 180.000 ₫, 
Tesori d'Oriente, Kem Dưỡng Thể Tesori d'Oriente Hương Hoa Sen 300g, 217.000 ₫, 22%, 279.000 ₫, 
Bioré, Serum Chống Nắng Dưỡng Thể Bioré Dưỡng Ẩm Vượt Trội 150ml, 157.000 ₫, 27%, 216.000 ₫, 
Double Rich, Sữa Tắm Double Rich Dreamy Romance Hương Hoa Iris 800g, 134.000 ₫, 16%, 159.000 ₫, 
Hatomugi, Sữa Dưỡng Thể Hatomugi Chống Nắng Dưỡng Ẩm SPF31 PA+++ 250ml, 110.000 ₫, 55%, 245.000 ₫, 
Dove, Lăn Ngăn Mùi Dove Tinh Chất Serum Thu Nhỏ Lỗ Chân Lông 45ml, 66.000 ₫, 32%, 97.000 ₫, 
Vaseline, Combo Serum Dưỡng Thể Vaseline Chống Nắng Sáng Da 300mlx2, 294.000 ₫, 28%, 406.000 ₫, 
Bioderma, Kem Dưỡng Ẩm Bioderma Chuyên Sâu Cho Da Rất Khô 75ml, 239.000 ₫, 10%, 265.000 ₫, 
La Roche-Posay, [Mini] Gel Rửa Mặt La Roche-Posay Giảm Mụn Cho Mặt, 79.000 ₫, 55%, 175.000 ₫, 
Avène, Kem Chống Nắng Avène Cho Da Thường, 707.000 ₫, 9%, 777.000 ₫, 
Gillette, Dao Cạo Cho Nữ Gilette Venus Hoa Trà Trắng (1 Cán + 2 Lưỡi), 188.000 ₫, 20%, 236.000 ₫, 
Hatomugi, Sữa Tắm Hatomugi Dưỡng Ẩm, 80.000 ₫, 65%, 230.000 ₫, 
Dove, Smoothie Tẩy Da Chết Dove Hương Lựu Đỏ 298g, 149.000 ₫, 25%, 199.000 ₫, 
Cocoon, Túi Refill Tẩy Da Chết Toàn Thân Cocoon Sạch Da 600ml, 292.000 ₫, 10%, 325.000 ₫, 
Dove, Serum Ngăn Mùi Dove Giúp Da Sáng Mịn Đều Màu 40ml, 65.000 ₫, 33%, 97.000 ₫, 
EtiaXil, Lăn Khử Mùi EtiaXil Nhãn Xanh Cho Da Nhạy Cảm 15ml, 159.000 ₫, 50%, 320.000 ₫, 
Vaseline, Sữa Dưỡng Thể Vaseline Sáng Da Chuyên Sâu Ban Đêm 330ml, 113.000 ₫, 25%, 150.000 ₫, 
Vaseline, Combo 2 Sữa Dưỡng Thể Vaseline Sáng Mịn Da 330ml, 225.000 ₫, 25%, 300.000 ₫, 
Vaseline, Serum Dưỡng Thể Vaseline Chống Nắng Sáng Da 300ml (Mới), 136.000 ₫, 33%, 203.000 ₫, 
Cocoon, Tẩy Da Chết Toàn Thân Cocoon Cà Phê Đắk Lắk 200ml, 100.000 ₫, 20%, 125.000 ₫, 
Dove, Smoothie Tẩy Da Chết Dove Hương Hoa Anh Đào 298g, 149.000 ₫, 25%, 199.000 ₫, 
Cocoon, Combo Cocoon Tẩy Da Chết Cho Mặt & Toàn Thân Từ Cà Phê Đắk Lắk (200ml+150ml), 221.000 ₫, 24%, 290.000 ₫, 
Lifebuoy, Sữa Tắm Lifebuoy Detox Matcha & Khổ Qua 800g, 153.000 ₫, 22%, 195.000 ₫, 
Dove, Serum Ngăn Mùi Dove Giúp Mờ Thâm Thu Nhỏ Lỗ Chân Lông 40ml, 65.000 ₫, 33%, 97.000 ₫, 
Vaseline, Sữa Dưỡng Thể Vaseline Gluta-Hya Nâng Tông Tức Thì 300ml, 134.000 ₫, 31%, 195.000 ₫, 
Nivea, Sữa Dưỡng Thể Nivea Sáng Da Ban Đêm Từ 8 Super Food 350ml, 99.000 ₫, 29%, 139.000 ₫, 
Avatar, Sữa Tắm Avatar Thơm Mịn Da Jojoba Bông Hoa 900ml, 158.000 ₫, 16%, 189.000 ₫, 
Vaseline, Combo 2 Sữa Dưỡng Thể Vaseline Ngăn Ngừa Lão Hoá 350mlx2, 204.000 ₫, 29%, 286.000 ₫, 
Senka, Sữa Tắm Dưỡng Ẩm Senka Hương Hoa Dịu Ngọt 500ml, 109.000 ₫, 45%, 198.000 ₫, 
Bioré, Serum Chống Nắng Dưỡng Thể Bioré Sáng Mịn Mát Lạnh 50ml, 64.000 ₫, 19%, 79.000 ₫, 
Milaganics, Dầu Dừa Milaganics Ép Lạnh Tinh Khiết 100ml, 46.000 ₫, 61%, 117.000 ₫, 
Eucerin, Sữa Tắm Eucerin Dịu Nhẹ Cho Da Nhạy Cảm 400ml, 239.000 ₫, 10%, 265.000 ₫, 
Vaseline, Combo 2 Sữa Dưỡng Thể Vaseline Dịu Mát Sáng Da 350mlx2, 269.000 ₫, 5%, 282.000 ₫, 
Old Spice, Sáp Khử Mùi Old Spice Hương Original Truyền Thống 85g, 98.000 ₫, 25%, 130.000 ₫, 
Rexona, Lăn Khử Mùi Cho Nam Rexona Khô Thoáng Antibac 45ml, 51.000 ₫, 18%, 62.000 ₫, 
Nivea, Lăn Khử Mùi Nivea Sáng Mịn Se Khít Lỗ Chân Lông 50ml, 80.000 ₫, 13%, 92.000 ₫, 
Gennie, Combo Gennie Nước Hoa + Sữa Tắm Little Red Dress 50ml + 450ml, 189.000 ₫, 50%, 378.000 ₫, 
JMsolution, Xịt Chống Nắng Toàn Thân JMsolution Từ Hoa Hồng 180ml, 125.000 ₫, 58%, 300.000 ₫, 
Lifebuoy, Sữa Tắm Lifebuoy Bảo Vệ Khỏi Vi Khuẩn Dạng Túi 800g, 127.000 ₫, 16%, 152.000 ₫, 
Bio-Oil, Dầu Chăm Sóc Da Bio-Oil Làm Giảm Rạn Da, 92.000 ₫, 6%, 98.000 ₫, 
Coast, Sữa Tắm Gội Coast Dành Cho Nam 946ml, 167.000 ₫, 9%, 183.000 ₫, 
PUREDERM, Gel Tẩy Tế Bào Chết Purederm Tái Tạo Da 50ml, 36.000 ₫, 28%, 50.000 ₫, 
Lifebuoy, Sữa Tắm Lifebuoy Chăm Sóc Da Dạng Túi 800g, 127.000 ₫, 16%, 152.000 ₫, 
Purité By Prôvence, Sữa Tắm Purité Sáng Mịn Da Hương Hoa Anh Đào 850ml, 163.000 ₫, 33%, 245.000 ₫, 
Refre, Xịt Khử Mùi Refre x Hello Kitty Whitening Perfume Hương Sang Trọng 30ml, 46.000 ₫, 22%, 59.000 ₫, 
Pelican, Xà Phòng Pelican Giảm Thâm Vùng Da Dưới Cánh Tay 100g, 99.000 ₫, 48%, 189.000 ₫, 
Cetaphil, Sữa Dưỡng Ẩm Cetaphil Dịu Lành Cho Da Nhạy Cảm 200ml, 315.000 ₫, 5%, 330.000 ₫, 
Dove, Sữa Tắm Dưỡng Thể Dove Dưỡng Ẩm Chuyên Sâu 500g, 111.000 ₫, 22%, 142.500 ₫, 
On: The Body, Sữa Tắm On: The Body Dưỡng Ẩm Hương Quyến Rũ 500g, 109.000 ₫, 27%, 150.000 ₫, 
Nuxe, Dầu Khô Đa Năng Nuxe Dưỡng Ẩm Cho Da Mặt, 562.000 ₫, 25%, 745.000 ₫, 
Gillette, Gel Khử Mùi Gillette Giảm Tiết Mồ Hôi Hương Cool Wave 107g, 104.000 ₫, 21%, 131.000 ₫, 
BareSoul, Serum Nách BareSoul Che Khuyết Điểm, 227.000 ₫, 19%, 280.000 ₫, 
Tesori d'Oriente, Sữa Tắm Nước Hoa Tesori d'Oriente Hương Thanh Long 500ml, 219.000 ₫, 20%, 275.000 ₫, 
Dove, Sữa Tắm Dưỡng Thể Dove Da Bóng Mịn Lưu Hương Thơm Mát 900g, 169.000 ₫, 25%, 226.000 ₫, 
Chateau Rouge, Sữa Dưỡng Chateau Rouge Làm Sáng Da Cho Mặt & Cơ Thể 400ml, 326.000 ₫, 32%, 480.000 ₫, 
Old Spice, Gel Tắm Old Spice Hương Bearglove Mạnh Mẽ Và Bản Lĩnh 473ml, 160.000 ₫, 1%, 161.000 ₫, 
Hatomugi, Sữa Dưỡng Thể Hatomugi Chống Nắng Nâng Tông SPF31 PA+++ 250ml, 137.000 ₫, 31%, 200.000 ₫, 
Rexona, Lăn Khử Mùi Rexona Mát Lạnh Sảng Khoái Cho Nữ 50ml, 45.000 ₫, 18%, 55.000 ₫, 
AXE, Xịt Khử Mùi AXE Cho Nam Hương Nước Hoa Ice Chill 135ml, 88.000 ₫, 19%, 108.000 ₫, 
Purité By Prôvence, Sữa Tắm Purité Sáng Mịn Da Hương Hoa Anh Đào 500ml, 130.000 ₫, 18%, 159.000 ₫, 
Double Rich, Sữa Tắm Double Rich Eva's Secret Hương Hoa Hồng 800g, 134.000 ₫, 16%, 159.000 ₫, 
AXE, Xịt Khử Mùi AXE Cho Nam Hương Nước Hoa Apollo 135ml, 88.000 ₫, 19%, 108.000 ₫, 
Nerman, Combo Nerman Sữa Tắm Gội 350ml + Dung Dịch Vệ Sinh Nam 100ml, 298.000 ₫, 6%, 318.000 ₫, 
LUX, Sữa Tắm Lux Botanicals Hương Phong Lan Quyến Rũ 570g, 155.000 ₫, 1%, 157.000 ₫, 
EtiaXil, Xịt Khử Mùi Chân EtiaXil Ngăn Mồ Hôi & Giảm Mùi Hôi 100ml, 209.000 ₫, 16%, 249.000 ₫, 
Nivea, Xịt Khử Mùi Nivea Serum Sáng Da Hoa Hồng Hokkaido 150ml, 116.000 ₫, 7%, 125.000 ₫, 
Hatomugi, Sữa Tắm Hatomugi Dưỡng Ẩm, 80.000 ₫, 65%, 230.000 ₫, 
Dove, Smoothie Tẩy Da Chết Dove Hương Lựu Đỏ 298g, 149.000 ₫, 25%, 199.000 ₫, 
Cocoon, Túi Refill Tẩy Da Chết Toàn Thân Cocoon Sạch Da 600ml, 292.000 ₫, 10%, 325.000 ₫, 
Dove, Serum Ngăn Mùi Dove Giúp Da Sáng Mịn Đều Màu 40ml, 65.000 ₫, 33%, 97.000 ₫, 
EtiaXil, Lăn Khử Mùi EtiaXil Nhãn Xanh Cho Da Nhạy Cảm 15ml, 159.000 ₫, 50%, 320.000 ₫, 
Vaseline, Sữa Dưỡng Thể Vaseline Sáng Da Chuyên Sâu Ban Đêm 330ml, 113.000 ₫, 25%, 150.000 ₫, 
Vaseline, Combo 2 Sữa Dưỡng Thể Vaseline Sáng Mịn Da 330ml, 225.000 ₫, 25%, 300.000 ₫, 
Vaseline, Serum Dưỡng Thể Vaseline Chống Nắng Sáng Da 300ml (Mới), 136.000 ₫, 33%, 203.000 ₫, 
Cocoon, Tẩy Da Chết Toàn Thân Cocoon Cà Phê Đắk Lắk 200ml, 100.000 ₫, 20%, 125.000 ₫, 
Dove, Smoothie Tẩy Da Chết Dove Hương Hoa Anh Đào 298g, 149.000 ₫, 25%, 199.000 ₫, 
Cocoon, Combo Cocoon Tẩy Da Chết Cho Mặt & Toàn Thân Từ Cà Phê Đắk Lắk (200ml+150ml), 221.000 ₫, 24%, 290.000 ₫, 
Lifebuoy, Sữa Tắm Lifebuoy Detox Matcha & Khổ Qua 800g, 153.000 ₫, 22%, 195.000 ₫, 
Dove, Serum Ngăn Mùi Dove Giúp Mờ Thâm Thu Nhỏ Lỗ Chân Lông 40ml, 65.000 ₫, 33%, 97.000 ₫, 
Vaseline, Sữa Dưỡng Thể Vaseline Gluta-Hya Nâng Tông Tức Thì 300ml, 134.000 ₫, 31%, 195.000 ₫, 
Nivea, Sữa Dưỡng Thể Nivea Sáng Da Ban Đêm Từ 8 Super Food 350ml, 99.000 ₫, 29%, 139.000 ₫, 
Gillette, Gel Khử Mùi Gillette Giảm Tiết Mồ Hôi Hương Arctic Ice 107g, 104.000 ₫, 21%, 131.000 ₫, 
Cléo, Kem Tẩy Lông Cléo Dành Cho Da Thường 50g, 48.000 ₫, 37%, 76.000 ₫, 
Sur.Medic+, Kem Dưỡng Thể Sur.Medic+ Sáng Da & Nâng Tông 150ml, 328.000 ₫, 34%, 499.000 ₫, 
Olay, Sữa Tắm Olay Tươi Mát Dài Lâu Hương Dâu Và Bạc Hà 887ml, 299.000 ₫, 4%, 310.000 ₫, 
On: The Body, Sữa Tắm On: The Body Dưỡng Ẩm Hương Thư Giãn 500g, 104.000 ₫, 31%, 150.000 ₫, 
Caryophy, Xịt Giảm Mụn Toàn Thân Caryophy Portulaca Body Mist 150ml, 328.000 ₫, 16%, 390.000 ₫, 
Perspi-Guard, Lăn Khử Mùi Perspi-Guard Hiệu Quả Tối Ưu 30ml, 174.000 ₫, 42%, 300.000 ₫, 
CeraVe, Combo CeraVe Sữa Rửa Mặt Cho Da Dầu 236ml + Sữa Dưỡng Thể Cho Da Khô 20ml, 285.000 ₫, 13%, 326.000 ₫, 
Cetaphil, Sữa Tắm Gội Cetaphil Dịu Lành Cho Bé 230ml, 137.000 ₫, 21%, 174.000 ₫, 
Olay, Sữa Tắm Olay Tẩy Tế Bào Chết Với Hạt Muối Biển 650ml, 133.000 ₫, 24%, 174.000 ₫, 
Cléo, Gel Dưỡng Da Sau Tẩy Lông Cléo Dưỡng Ẩm Và Dịu Da 50g, 57.000 ₫, 22%, 73.000 ₫, 
Nuxe, Dầu Khô Đa Năng Nuxe Dưỡng Ẩm Cho Da Mặt, 771.000 ₫, 20%, 965.000 ₫, 
HASI, Kem Dưỡng Da Chân Hasi Giảm Thô Ráp & Làm Mềm Gót Chân 80g, 48.000 ₫, 20%, 60.000 ₫, 
Nivea, Xịt Khử Mùi Nivea Ngọc Trai Dưỡng Da Sáng Mịn 150ml, 90.000 ₫, 17%, 108.000 ₫, 
Nivea, Serum Dưỡng Thể Nivea Sáng Da Ban Đêm 180ml, 131.000 ₫, 15%, 155.000 ₫, 
B.O.M, Sữa Dưỡng Thể B.O.M Nâng Tông, 478.000 ₫, 25%, 638.000 ₫, 
Lifebuoy, Sữa Tắm Lifebuoy Bảo Vệ Khỏi Vi Khuẩn Vượt Trội 10 800g (Mới), 153.000 ₫, 15%, 181.000 ₫, 
Olay, Sữa Tắm Olay Dưỡng Ẩm Vượt Trội Với Bơ Hạt Mỡ 650ml, 151.000 ₫, 21%, 190.000 ₫, 
Refre, Xịt Khử Mùi Refre Natural Hương Trà Xanh 30ml, 50.000 ₫, 19%, 62.000 ₫, 
Frudia, Kem Dưỡng Da Tay Frudia Chiết Xuất Đào 30ml, 48.000 ₫, 33%, 72.000 ₫, 
Purité By Prôvence, Sữa Tắm Purité Dưỡng Da Mềm Mịn Hương Hoa Hồng 500ml, 130.000 ₫, 18%, 159.000 ₫, 
Coast, Sữa Tắm Gội Coast Dành Cho Nam 532ml, 109.000 ₫, 22%, 140.000 ₫, 
Vaseline, Sữa Dưỡng Thể Vaseline Làm Mịn Da Với 5.5% AHA 250ml, 230.000 ₫, 15%, 270.000 ₫, 
Eucerin, Sữa Tắm Eucerin Dịu Nhẹ Cho Da Nhạy Cảm 200ml, 147.000 ₫, 11%, 165.000 ₫, 
JMsolution, Xịt Chống Nắng Toàn Thân JMsolution Từ Ngọc Trai 180ml, 125.000 ₫, 58%, 300.000 ₫, 
Old Spice, Sáp Khử Mùi Old Spice Hương Oasis Ốc Đảo Thanh Mát 85g, 166.000 ₫, 1%, 167.000 ₫, 
Cléo, Kem Tẩy Lông Cléo Dành Cho Da Nhạy Cảm 25g, 37.000 ₫, 23%, 48.000 ₫, 
Exclusive Cosmetic, Tẩy Da Chết Toàn Thân Exclusive Cosmetic Chanh Đào 380g, 88.000 ₫, 41%, 149.000 ₫, 
Nivea, Lăn Khử Mùi Nivea Ngọc Trai Dưỡng Da Sáng Mịn 50ml, 85.000 ₫, 8%, 92.000 ₫, 
Gennie, Combo Gennie Nước Hoa + Sữa Tắm Little Gold Dress 50ml + 450ml, 189.000 ₫, 50%, 378.000 ₫, 
Skintific, Xịt Chống Nắng Skintific Cho Mặt Và Cơ Thể 50ml, 142.000 ₫, 21%, 179.000 ₫, 
Purité By Prôvence, Sữa Tắm Purité Dưỡng Da Mềm Mịn Hương Hoa Hồng 1100ml, 237.000 ₫, 17%, 287.000 ₫, 
EtiaXil, Xịt Khử Mùi EtiaXil Hàng Ngày Dành Cho Nam Nữ 48H 100ml, 195.000 ₫, 22%, 249.000 ₫, 
Frudia, Kem Dưỡng Da Tay Frudia Chiết Xuất Dừa 30ml, 49.000 ₫, 32%, 72.000 ₫, 
Secret, Gel Khử Mùi Secret Giảm Tiết Mồ Hôi Unscented Không Mùi 73g, 101.000 ₫, 19%, 125.000 ₫, 
innisfree, Kem Dưỡng Da Tay innisfree Hương Gỗ Mộc 30ml, 98.000 ₫, 1%, 99.000 ₫, 
Secret Key, Sữa Dưỡng Secret Key Snow White Làm Sáng Da 120g, 215.000 ₫, 56%, 490.000 ₫, 
Romano, Tắm Gội 2 Trong 1 Romano Hương Nước Hoa Classic 650g, 144.000 ₫, 18%, 175.000 ₫, 
Cocoon, Combo Cocoon Tẩy Da Chết Toàn Thân & Môi (Không Hộp) Từ Cà Phê Đắk Lắk, 160.000 ₫, 20%, 200.000 ₫, 
Nerman, Combo 2 Dung Dịch Vệ Sinh Nam Nerman Sauvage & Sanda Perfume 100ml, 209.000 ₫, 4%, 218.000 ₫, 
Hatomugi, Sữa Tắm Hatomugi Dưỡng Ẩm, 80.000 ₫, 65%, 230.000 ₫, 
Dove, Smoothie Tẩy Da Chết Dove Hương Lựu Đỏ 298g, 149.000 ₫, 25%, 199.000 ₫, 
Cocoon, Túi Refill Tẩy Da Chết Toàn Thân Cocoon Sạch Da 600ml, 292.000 ₫, 10%, 325.000 ₫, 
Dove, Serum Ngăn Mùi Dove Giúp Da Sáng Mịn Đều Màu 40ml, 65.000 ₫, 33%, 97.000 ₫, 
EtiaXil, Lăn Khử Mùi EtiaXil Nhãn Xanh Cho Da Nhạy Cảm 15ml, 159.000 ₫, 50%, 320.000 ₫, 
Vaseline, Sữa Dưỡng Thể Vaseline Sáng Da Chuyên Sâu Ban Đêm 330ml, 113.000 ₫, 25%, 150.000 ₫, 
Vaseline, Combo 2 Sữa Dưỡng Thể Vaseline Sáng Mịn Da 330ml, 225.000 ₫, 25%, 300.000 ₫, 
Vaseline, Serum Dưỡng Thể Vaseline Chống Nắng Sáng Da 300ml (Mới), 136.000 ₫, 33%, 203.000 ₫, 
Cocoon, Tẩy Da Chết Toàn Thân Cocoon Cà Phê Đắk Lắk 200ml, 100.000 ₫, 20%, 125.000 ₫, 
Dove, Smoothie Tẩy Da Chết Dove Hương Hoa Anh Đào 298g, 149.000 ₫, 25%, 199.000 ₫, 
Cocoon, Combo Cocoon Tẩy Da Chết Cho Mặt & Toàn Thân Từ Cà Phê Đắk Lắk (200ml+150ml), 221.000 ₫, 24%, 290.000 ₫, 
Lifebuoy, Sữa Tắm Lifebuoy Detox Matcha & Khổ Qua 800g, 153.000 ₫, 22%, 195.000 ₫, 
Dove, Serum Ngăn Mùi Dove Giúp Mờ Thâm Thu Nhỏ Lỗ Chân Lông 40ml, 65.000 ₫, 33%, 97.000 ₫, 
Vaseline, Sữa Dưỡng Thể Vaseline Gluta-Hya Nâng Tông Tức Thì 300ml, 134.000 ₫, 31%, 195.000 ₫, 
Nivea, Sữa Dưỡng Thể Nivea Sáng Da Ban Đêm Từ 8 Super Food 350ml, 99.000 ₫, 29%, 139.000 ₫, 
Secret, Gel Khử Mùi Secret Giảm Tiết Mồ Hôi Protecting Powder 73g, 124.000 ₫, 1%, 125.000 ₫, 
Old Spice, Sáp Khử Mùi Old Spice Giảm Tiết Mồ Hôi Hương Captain 73g, 167.000 ₫, not available, not available, 
OXY, Sữa Tắm Oxy Tác Động Sâu Dành Cho Nam 500ml, 111.000 ₫, 20%, 139.000 ₫, 
Evoluderm, Kem Dưỡng Tay Evoluderm Chiết Xuất Bơ Hạt Mỡ Dưỡng Ẩm Sâu 150ml, 99.000 ₫, 43%, 175.000 ₫, 
CeraVe, Sữa Dưỡng Thể CeraVe Cho Da Khô Đến Rất Khô 88ml, 149.000 ₫, 10%, 165.000 ₫, 
Cetaphil, Sữa Dưỡng Thể Cetaphil Dịu Lành Cho Viêm Da Cơ Địa 295ml, 739.000 ₫, 10%, 820.000 ₫, 
Pelican, Xịt Làm Giảm Mụn Lưng Pelican 100ml, 119.000 ₫, 37%, 189.000 ₫, 
Treaclemoon, Kem Dưỡng Da Tay Treaclemoon Raspberry Quả Mâm Xôi 75ml, 83.000 ₫, 15%, 98.000 ₫, 
Lifebuoy, Sữa Tắm Lifebuoy Mát Lạnh Sảng Khoái Với Bạc Hà 800g (Mới), 153.000 ₫, 15%, 181.000 ₫, 
Olay, Sữa Tắm Olay Tươi Mát Dài Lâu Với Dâu Trắng Và Bạc Hà 650ml, 189.000 ₫, 1%, 190.000 ₫, 
De Memoria, Dưỡng Thể De Memoria Sáng Da Hương Jasmine On Moon 300ml, 299.000 ₫, 46%, 550.000 ₫, 
Nivea, Lăn Khử Mùi Nivea Men Mát Lạnh Thơm Năng Động 50ml, 64.000 ₫, 26%, 86.000 ₫, 
Cléo, Kem Giảm Thâm Nách Cléo Chiết Xuất Lá Lộc Đề 35g, 114.000 ₫, 18%, 139.000 ₫, 
Refre, Xịt Khử Mùi Refre Whitening Perfume Hương Thanh Nhã 30ml, 46.000 ₫, 22%, 59.000 ₫, 
Derladie, Xịt Mụn Lưng Derladie Mờ Thâm, 389.000 ₫, 38%, 629.000 ₫, 
Hatomugi, Sữa Dưỡng Thể Hatomugi Làm Sáng Da Chiết Xuất Ý Dĩ 250ml, 68.000 ₫, 57%, 159.000 ₫, 
Romano, Tắm Gội 2 Trong 1 Romano Hương Nước Hoa Gentleman 650g, 148.000 ₫, 15%, 175.000 ₫, 
BareSoul, Muối Tắm BareSoul Đa Năng Cho Da Đầu & Cơ Thể 330g, 199.000 ₫, 25%, 265.000 ₫, 
Nivea, Tinh Chất Dưỡng Thể Nivea Sáng Da, 121.000 ₫, 22%, 155.000 ₫, 
Nuxe, Bộ Sản Phẩm Nuxe Dưỡng Da Tay + Sáp Dưỡng Môi + Dầu Đa Năng, 560.000 ₫, not available, not available, 
SVR, Gel Rửa Mặt SVR Không Xà Phòng Cho Da Khô, 115.000 ₫, 15%, 135.000 ₫, 
Milaganics, Bột Cám Gạo Milaganics Dưỡng Da Sáng Mịn, 18.000 ₫, 42%, 31.000 ₫, 
Treaclemoon, Kem Dưỡng Tay Treaclemoon Marshmallow Hương Kẹo Ngọt 75ml, 83.000 ₫, 15%, 98.000 ₫, 
Refre, Xịt Khử Mùi Refre Whitening Perfume Hương Tình Yêu 30ml, 46.000 ₫, 22%, 59.000 ₫, 
Refre, Xịt Khử Mùi Refre Whitening Perfume Hương Ngọt Ngào 30ml, 48.000 ₫, 19%, 59.000 ₫, 
Milaganics, Gel Nha Đam Milaganics Dưỡng Ẩm & Làm Mềm Da 150ml, 43.000 ₫, 61%, 109.000 ₫, 
Olay, [Hộp Quà] Sữa Tắm Olay Tươi Mát Dài Lâu Lavender & Nước Bạch Dương 650ml, 189.000 ₫, 1%, 190.000 ₫, 
Refre, Xịt Khử Mùi Refre Whitening Perfume Hương Phấn Thơm 30ml, 48.000 ₫, 19%, 59.000 ₫, 
Old Spice, Gel Tắm Gội Old Spice 2in1 Sảng Khoái & Tiện Lợi 532ml, 134.000 ₫, 17%, 161.000 ₫, 
Bioré, Serum Chống Nắng Dưỡng Thể Bioré Sáng Da Hương Quả Mọng 150ml, 157.000 ₫, 27%, 216.000 ₫, 
Gillette, Dao Cạo Nữ Gillette Simply Venus Basic 3 Lưỡi (Vỉ 2 Cây), 28.000 ₫, 12%, 32.000 ₫, 
AXE, Xịt Khử Mùi AXE Cho Nam Hương Nước Hoa Black 135ml, 75.000 ₫, 31%, 108.000 ₫, 
CeraVe, Combo CeraVe Sữa Rửa Mặt Cho Da Khô 473ml + Sữa Dưỡng Thể Cho Da Khô 20ml, 379.000 ₫, 10%, 421.000 ₫, 
St.Ives, Sữa Tắm St.Ives Tươi Mát Hoa Hồng Và Lô Hội 650ml, 178.000 ₫, 1%, 180.000 ₫, 
Nivea, Tinh Chất Dưỡng Thể Nivea Vitamin Super C+ Sáng Da 320ml, 168.000 ₫, 31%, 242.000 ₫, 
De Memoria, Sữa Tắm D​e M​emoria Sáng Da Hương Vanilla On Mars 300ml, 299.000 ₫, 46%, 550.000 ₫, 
Cocoon, Xịt Thâm Mụn Lưng Cocoon Chiết Xuất Bí Đao 140ml, 237.000 ₫, 11%, 265.000 ₫, 
Nivea, Sáp Khử Mùi Nivea Sáng Mịn Mờ Vết Thâm 50ml, 90.000 ₫, 9%, 99.000 ₫, 
Bioré, Serum Chống Nắng Dưỡng Thể Bioré Sáng Da Mịn Màng 50ml, 67.000 ₫, 15%, 79.000 ₫, 
Cocoon, Combo Cocoon Tẩy Da Chết Toàn Thân & Môi Từ Cà Phê Đắk Lắk, 160.000 ₫, 20%, 200.000 ₫, 
Hatomugi, Sữa Tắm Hatomugi Dưỡng Ẩm, 80.000 ₫, 65%, 230.000 ₫, 
Dove, Smoothie Tẩy Da Chết Dove Hương Lựu Đỏ 298g, 149.000 ₫, 25%, 199.000 ₫, 
Cocoon, Túi Refill Tẩy Da Chết Toàn Thân Cocoon Sạch Da 600ml, 292.000 ₫, 10%, 325.000 ₫, 
Dove, Serum Ngăn Mùi Dove Giúp Da Sáng Mịn Đều Màu 40ml, 65.000 ₫, 33%, 97.000 ₫, 
EtiaXil, Lăn Khử Mùi EtiaXil Nhãn Xanh Cho Da Nhạy Cảm 15ml, 159.000 ₫, 50%, 320.000 ₫, 
Vaseline, Sữa Dưỡng Thể Vaseline Sáng Da Chuyên Sâu Ban Đêm 330ml, 113.000 ₫, 25%, 150.000 ₫, 
Vaseline, Combo 2 Sữa Dưỡng Thể Vaseline Sáng Mịn Da 330ml, 225.000 ₫, 25%, 300.000 ₫, 
Vaseline, Serum Dưỡng Thể Vaseline Chống Nắng Sáng Da 300ml (Mới), 136.000 ₫, 33%, 203.000 ₫, 
Cocoon, Tẩy Da Chết Toàn Thân Cocoon Cà Phê Đắk Lắk 200ml, 100.000 ₫, 20%, 125.000 ₫, 
Dove, Smoothie Tẩy Da Chết Dove Hương Hoa Anh Đào 298g, 149.000 ₫, 25%, 199.000 ₫, 
Cocoon, Combo Cocoon Tẩy Da Chết Cho Mặt & Toàn Thân Từ Cà Phê Đắk Lắk (200ml+150ml), 221.000 ₫, 24%, 290.000 ₫, 
Lifebuoy, Sữa Tắm Lifebuoy Detox Matcha & Khổ Qua 800g, 153.000 ₫, 22%, 195.000 ₫, 
Dove, Serum Ngăn Mùi Dove Giúp Mờ Thâm Thu Nhỏ Lỗ Chân Lông 40ml, 65.000 ₫, 33%, 97.000 ₫, 
Vaseline, Sữa Dưỡng Thể Vaseline Gluta-Hya Nâng Tông Tức Thì 300ml, 134.000 ₫, 31%, 195.000 ₫, 
Nivea, Sữa Dưỡng Thể Nivea Sáng Da Ban Đêm Từ 8 Super Food 350ml, 99.000 ₫, 29%, 139.000 ₫, 
St.Ives, Sữa Dưỡng Thể St.Ives Collagen & Elastin Trẻ Hóa Da 621ml, 171.000 ₫, 11%, 192.000 ₫, 
Nivea, Lăn Khử Mùi Nivea Serum Sáng Mịn Hương Hoa Lily 40ml, 69.000 ₫, 36%, 108.000 ₫, 
Olay, Sữa Tắm Olay Tươi Mát Dài Lâu Lavender & Nước Bạch Dương 887ml, 217.000 ₫, 5%, 229.000 ₫, 
Bioré, Sữa Chống Nắng Bioré Bảo Vệ Hoàn Hảo - Mát Lạnh 25ml, 58.000 ₫, 17%, 70.000 ₫, 
Tesori d'Oriente, Sữa Tắm Nước Hoa Tesori d'Oriente Hương Thanh Long 250ml, 148.000 ₫, 15%, 175.000 ₫, 
Frudia, Kem Dưỡng Da Tay Frudia Chiết Xuất Anh Đào 30ml, 48.000 ₫, 33%, 72.000 ₫, 
