NSX, Description, New Price, Discount percent, Old Price, 
TRESemmé, Bộ Gội Xả TRESemmé Detox Tóc Chắc Khoẻ 640g+620g, 320.000 ₫, 14%, 370.000 ₫, 
L'Oreal, Màu Nhuộm L'Oreal Dưỡng Tóc Phủ Bạc 1 Đen Tự Nhiên 172ml, 169.000 ₫, 15%, 199.000 ₫, 
Nuxe, Dầu Khô Đa Năng Nuxe Dưỡng Ẩm Cho Da Mặt, 771.000 ₫, 20%, 965.000 ₫, 
TRESemmé, Dầu Xả TRESemmé Ngăn Tóc Gãy Rụng 620g, 183.000 ₫, 17%, 220.000 ₫, 
Milaganics, Serum Bưởi Milaganics Ngừa Rụng & Kích Thích Mọc Tóc 250ml, 115.000 ₫, 47%, 217.000 ₫, 
Olaplex, Dầu Gội Khô Olaplex No.4D Làm Sạch Tóc 250ml, 690.000 ₫, 22%, 890.000 ₫, 
Bigen, Thuốc Nhuộm Tóc Bigen Phủ Bạc Dạng Kem #6 Nâu Đen 80ml, 244.000 ₫, 1%, 246.000 ₫, 
Dr.ForHair, Xịt Dưỡng Tóc Dr.ForHair Hỗ Trợ Mọc Tóc 120ml, 258.000 ₫, 33%, 384.000 ₫, 
Girlz Only, Dầu Gội Khô Girlz Only Cho Tóc Bết Rối, 106.000 ₫, 39%, 175.000 ₫, 
Tsubaki, Kem Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 180g, 133.000 ₫, 35%, 205.000 ₫, 
Selsun, Dầu Gội Selsun Ngừa Gàu Và Ngứa 1% Selenium Sulfide 50ml, 51.000 ₫, 14%, 59.000 ₫, 
Ellips, Kem Ủ Tóc Ellips Keratin Dưỡng Tóc Bóng Mượt 18g, 11.000 ₫, 14%, 12.840 ₫, 
Tsubaki, Dầu Gội Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Cocoon, Nước Dưỡng Tóc Cocoon Tinh Dầu Bưởi 310ml, 291.000 ₫, 10%, 325.000 ₫, 
Cocoon, [Phiên Bản Mới] Nước Dưỡng Tóc Cocoon Tinh Dầu Bưởi 140ml, 147.000 ₫, 11%, 165.000 ₫, 
TRESemmé, Bộ Gội Xả TRESemmé Keratin Vào Nếp Suôn Mượt 640g+620g, 303.000 ₫, 18%, 370.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml+180g, 214.000 ₫, 49%, 420.000 ₫, 
Fino, Kem Ủ Tóc Fino Premium Touch Cải Thiện Tóc Hư Tổn 230g, 140.000 ₫, 33%, 209.000 ₫, 
OGX, Dầu Gội OGX Biotin & Collagen Làm Dày Tóc 385ml, 192.000 ₫, 35%, 295.000 ₫, 
Selsun, Dầu Gội Selsun Ngừa Gàu Và Ngứa 1% Selenium Sulfide 250ml, 183.000 ₫, 16%, 217.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490mlx2, 298.000 ₫, 31%, 430.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Sạch Dầu Mát Lạnh (490ml/chai), 215.000 ₫, 49%, 418.000 ₫, 
Tsubaki, Dầu Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Tsubaki, Dầu Gội Tsubaki Dưỡng Tóc Bóng Mượt 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Girlz Only, Dầu Gội Khô Girlz Only Tóc Bồng Bềnh Tức Thì 200ml, 89.000 ₫, 49%, 175.000 ₫, 
Cocoon, Dầu Gội Bưởi Cocoon Giảm Rụng & Kích Thích Mọc Tóc 310ml, 219.000 ₫, 11%, 245.000 ₫, 
Tsubaki, Mặt Nạ Tóc Tsubaki Cao Cấp Phục Hồi Hư Tổn 180g, 192.000 ₫, 35%, 295.000 ₫, 
Clear, Dầu Gội Clear Men Deep Cleanse Sạch Sâu 630g, 143.000 ₫, 21%, 180.000 ₫, 
L'Oreal, Kem Nhuộm L'Oreal Dưỡng Tóc Sâu 6.34 Nâu Đồng Cam 172ml, 169.000 ₫, 15%, 199.000 ₫, 
Selsun, Combo 2 Dầu Gội Selsun Ngăn Ngừa Gàu Và Ngứa 100mlx2, 162.000 ₫, 11%, 182.000 ₫, 
Raip, Tinh Dầu Dưỡng Tóc Raip Bóng Mượt Hương Lovely 100ml, 109.000 ₫, 13%, 125.000 ₫, 
Raip, Tinh Dầu Dưỡng Tóc Raip Bóng Mượt Hương Grapefruit 100ml, 109.000 ₫, 13%, 125.000 ₫, 
Ellips, Serum Dưỡng Tóc Ellips Vitamin Óng Mượt Vỉ 6 Viên, 24.000 ₫, 10%, 26.750 ₫, 
Raip, Tinh Dầu Dưỡng Tóc Raip Bóng Mượt Hương Ocean Blue 100ml, 109.000 ₫, 13%, 125.000 ₫, 
OGX, Bộ Gội Xả OGX Chiết Xuất Hoa Anh Đào Cấp Ẩm Cho Tóc 2x385ml, 411.000 ₫, 30%, 590.000 ₫, 
OGX, Dầu Gội OGX Argan Oil Giúp Phục Hồi Tóc Hư Tổn 385ml, 220.000 ₫, 25%, 295.000 ₫, 
Clear, Dầu Gội Clear Men Cool Sport Bạc Hà Sạch Gàu 630g, 143.000 ₫, 21%, 180.000 ₫, 
Ducray, Dầu Gội Ducray Giúp Ngăn Rụng Tóc 200ml, 419.000 ₫, 15%, 494.000 ₫, 
Dove, Dầu Gội Dove Ngăn Gãy Rụng Tóc 640g (Mới), 123.000 ₫, 21%, 155.000 ₫, 
L'Oreal, Dầu Xả L'Oreal Paris Dưỡng Tóc Giảm Gãy Rụng 280ml, 106.000 ₫, 18%, 129.000 ₫, 
BareSoul, Lược Gội Đầu BareSoul Massage Đầu, 119.000 ₫, 21%, 150.000 ₫, 
Girlz Only, Dầu Gội Khô Girlz Only Hương Cam Quýt Tươi Mát 200ml, 89.000 ₫, 49%, 175.000 ₫, 
BareSoul, Lược Gội Đầu BareSoul Massage Đầu, 122.000 ₫, 19%, 150.000 ₫, 
TRESemmé, Dầu Gội TRESemmé Detox Tóc Chắc Khỏe & Sạch Sâu 640g, 162.000 ₫, 26%, 220.000 ₫, 
L'Oreal, Màu Nhuộm L'Oreal Dưỡng Tóc Phủ Bạc 4 Nâu Tự Nhiên 172ml, 169.000 ₫, 15%, 199.000 ₫, 
L'Oreal Professionnel, Dầu Gội L'Oréal Professionnel Phục Hồi Hư Tổn 300ml, 438.000 ₫, not available, 439.000 ₫, 
L'Oreal Professionnel, Dầu Gội L’Oréal Professionnel Cấp Ẩm Cho Tóc Khô 600ml, 318.000 ₫, not available, 319.000 ₫, 
TRESemmé, Combo TRESemmé Gội 640g, 402.000 ₫, 26%, 544.000 ₫, 
Ellips, Serum Dưỡng Tóc Ellips Vitamin Phục Hồi Hư Tổn Vỉ 6 Viên, 24.000 ₫, 10%, 26.750 ₫, 
Double Rich, Gel Tạo Kiểu Tóc Double Rich Giữ Nếp Tóc Uốn 250ml, 58.000 ₫, 27%, 80.000 ₫, 
Double Rich, Gel Tạo Kiểu Tóc Double Rich Giữ Nếp Tự Nhiên 250ml, 58.000 ₫, 27%, 80.000 ₫, 
Romano, Dầu Gội Romano Hương Nước Hoa Gentleman 650g, 150.000 ₫, 17%, 181.000 ₫, 
BareSoul, Muối Tắm BareSoul Đa Năng Cho Da Đầu & Cơ Thể 330g, 199.000 ₫, 25%, 265.000 ₫, 
Double Rich, Kem Ủ Tóc Double Rich Chăm Sóc Tóc Khô Xơ & Hư Tổn 150g, 53.000 ₫, 33%, 79.000 ₫, 
Olaplex, Dầu Xả Olaplex No.5 Phục Hồi, 690.000 ₫, 22%, 890.000 ₫, 
Olaplex, Dầu Gội Olaplex No.4 Phục Hồi, 338.000 ₫, 25%, 450.000 ₫, 
Mise en scène, Dầu Gội Mise en scène Hỗ Trợ Phục Hồi Tóc Hư Tổn 530ml, 190.000 ₫, 17%, 230.000 ₫, 
L'Oreal Professionnel, Dầu Hấp L'Oréal Professionnel Chăm Sóc Tóc Thư Giãn 500ml, 368.000 ₫, not available, 369.000 ₫, 
OGX, Dầu Gội OGX Keratin Vào Nếp Suôn Mượt 385ml, 220.000 ₫, 25%, 295.000 ₫, 
Sunsilk, Dầu Gội Sunsilk Óng Mượt Rạng Ngời 1.4kg, 269.000 ₫, 7%, 290.000 ₫, 
Cocoon, Combo Cocoon Dầu Gội Bưởi 310ml + Nước Dưỡng Tóc Tinh Dầu Bưởi 310ml, 456.000 ₫, 20%, 570.000 ₫, 
Milaganics, Xịt Tóc Milaganics Keratin & Biotin 4% Giúp Mọc Tóc 150ml, 104.000 ₫, 51%, 213.000 ₫, 
Dove, Dầu Gội Dove Ngăn Gãy Rụng Tóc 880g (Mới), 177.000 ₫, 18%, 216.000 ₫, 
Unove, Serum Dưỡng Tóc Unove Chăm Sóc Tóc Khô Và Hư Tổn 70ml, 346.000 ₫, 1%, 348.000 ₫, 
Olaplex, Dầu Gội Olaplex No.4C Làm Sạch Sâu Cho Tóc & Da Đầu 250ml, 690.000 ₫, 22%, 890.000 ₫, 
Sunsilk, Dầu Xả Sunsilk Mềm Mượt Diệu Kỳ 640g, 134.000 ₫, 5%, 141.000 ₫, 
L'Oreal, Kem Nhuộm L'Oreal Dưỡng Tóc Sâu 5.13 Nâu Ánh Tro 172ml, 169.000 ₫, 15%, 199.000 ₫, 
Tsubaki, Dầu Gội Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Cocoon, Nước Dưỡng Tóc Cocoon Tinh Dầu Bưởi 310ml, 291.000 ₫, 10%, 325.000 ₫, 
Cocoon, [Phiên Bản Mới] Nước Dưỡng Tóc Cocoon Tinh Dầu Bưởi 140ml, 147.000 ₫, 11%, 165.000 ₫, 
TRESemmé, Bộ Gội Xả TRESemmé Keratin Vào Nếp Suôn Mượt 640g+620g, 303.000 ₫, 18%, 370.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml+180g, 214.000 ₫, 49%, 420.000 ₫, 
Fino, Kem Ủ Tóc Fino Premium Touch Cải Thiện Tóc Hư Tổn 230g, 140.000 ₫, 33%, 209.000 ₫, 
OGX, Dầu Gội OGX Biotin & Collagen Làm Dày Tóc 385ml, 192.000 ₫, 35%, 295.000 ₫, 
Selsun, Dầu Gội Selsun Ngừa Gàu Và Ngứa 1% Selenium Sulfide 250ml, 183.000 ₫, 16%, 217.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490mlx2, 298.000 ₫, 31%, 430.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Sạch Dầu Mát Lạnh (490ml/chai), 215.000 ₫, 49%, 418.000 ₫, 
Tsubaki, Dầu Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Tsubaki, Dầu Gội Tsubaki Dưỡng Tóc Bóng Mượt 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Girlz Only, Dầu Gội Khô Girlz Only Tóc Bồng Bềnh Tức Thì 200ml, 89.000 ₫, 49%, 175.000 ₫, 
Cocoon, Dầu Gội Bưởi Cocoon Giảm Rụng & Kích Thích Mọc Tóc 310ml, 219.000 ₫, 11%, 245.000 ₫, 
Tsubaki, Mặt Nạ Tóc Tsubaki Cao Cấp Phục Hồi Hư Tổn 180g, 192.000 ₫, 35%, 295.000 ₫, 
Organist, Dầu Gội Organist Hương Thảo & Muối Biển Cho Tóc Dầu 500ml, 117.000 ₫, 31%, 169.000 ₫, 
Mise en scène, Bộ Gội Xả Mise En Scène Hỗ Trợ Phục Hồi Tóc Hư Tổn 530mlx2, 381.000 ₫, 17%, 460.000 ₫, 
Head & Shoulders, Dầu Gội Head & Shoulders Bạc Hà Mát Lạnh 170ml, 60.000 ₫, 12%, 68.000 ₫, 
Rejoice, Dầu Xả Rejoice Dưỡng Suôn Mượt Hương Nước Hoa Mẫu Đơn 320ml, 79.000 ₫, not available, not available, 
Liese, Bọt Kem Nhuộm Tóc Liese Màu Nâu Lạnh Airy Brown 108ml, 159.000 ₫, 33%, 239.000 ₫, 
Mise en scène, Tinh Chất Dưỡng Tóc Mise en scène Giúp Tóc Suôn Mượt 80ml, 218.000 ₫, 25%, 289.000 ₫, 
Rejoice, Dầu Xả Rejoice Siêu Mềm Mượt 48 Giờ 320ml, 88.000 ₫, 1%, 89.000 ₫, 
X-Men, Sáp Vuốt Tóc X-Men Tạo Phồng & Giữ Nếp 8H 70g, 68.000 ₫, 16%, 81.000 ₫, 
Batiste, Dầu Gội Khô Batiste Hương Cổ Điển Nguyên Bản 200ml, 138.000 ₫, 12%, 156.000 ₫, 
Tsubaki, Bộ Chăm Sóc Tóc Tsubaki Phục Hồi Hư Tổn Nặng & Giảm Gãy Rụng 3 Món, 575.000 ₫, 25%, 767.000 ₫, 
Mise en scène, Tinh Chất Dưỡng Tóc Mise en scène Hương Nước Hoa 80ml, 239.000 ₫, 17%, 289.000 ₫, 
Girlz Only, Dầu Gội Khô Girlz Only Cho Tóc Nâu, 89.000 ₫, 49%, 175.000 ₫, 
Selsun, Dầu Xả Selsun Dưỡng Tóc Ngăn Ngừa Gàu 100ml, 51.000 ₫, 12%, 58.000 ₫, 
Le Petit Olivier, Kem Ủ Tóc Le Petit Olivier Phục Hồi Sâu Hư Tổn 330ml, 218.000 ₫, 19%, 270.000 ₫, 
Olaplex, Dầu Gội Olaplex No.4 Phục Hồi, 690.000 ₫, 22%, 890.000 ₫, 
L'Oreal, Dầu Xả L'Oreal Paris Giảm 5 Dấu Hiệu Của Tóc Hư Tổn 280ml, 106.000 ₫, 18%, 129.000 ₫, 
Double Rich, Kem Ủ Tóc Double Rich Chuyên Sâu Cho Tóc Nhuộm 150g, 53.000 ₫, 33%, 79.000 ₫, 
Dove, Kem Xả Dove Ngăn Gãy Rụng Tóc (Mới) 320g, 89.000 ₫, 11%, 100.000 ₫, 
OGX, Dầu Xả OGX Argan Oil Giúp Phục Hồi Tóc Hư Tổn 385ml, 208.000 ₫, 29%, 295.000 ₫, 
Dove, Dầu Gội Dove Tóc Phồng Dày & Ngăn Lão Hóa 380ml, 140.000 ₫, 39%, 230.000 ₫, 
Fino, Combo 2 Kem Ủ Tóc Fino Cao Cấp Giúp Phục Hồi Hư Tổn 230g, 292.000 ₫, 30%, 418.000 ₫, 
Romano, Dầu Gội Romano Hương Nước Hoa Attitude 650g, 146.000 ₫, 19%, 181.000 ₫, 
Ellips, Serum Dưỡng Tóc Ellips Vitamin Cho Tóc Nhuộm Hũ 50 Viên, 193.000 ₫, 9%, 212.930 ₫, 
L'Oreal Professionnel, Dầu Dưỡng Tóc L'Oréal Professionnel Phục Hồi Hư Tổn 90ml, 728.000 ₫, not available, 729.000 ₫, 
L'Oreal, Kem Nhuộm L'Oreal Dưỡng Tóc Sâu 7.12 Nâu Mật Ong Khói 172ml, 169.000 ₫, 15%, 199.000 ₫, 
Organist, Dầu Gội Organist Hoa Anh Đào Cho Tóc Khô Xơ 500ml, 129.000 ₫, 24%, 169.000 ₫, 
Raip, Tinh Dầu Dưỡng Tóc Raip Bóng Mượt Hương Original 100ml, 109.000 ₫, 13%, 125.000 ₫, 
Double Rich, Mousse Tạo Kiểu Tóc Double Rich Giữ Nếp Tự Nhiên 150ml, 58.000 ₫, 22%, 74.000 ₫, 
Double Rich, Nước Xịt Dưỡng Tóc Double Rich Chuyên Sâu Cho Tóc Nhuộm 120ml, 36.000 ₫, 31%, 52.000 ₫, 
Sunsilk, Dầu Xả Sunsilk Óng Mượt Rạng Ngời 640g, 134.000 ₫, 5%, 141.000 ₫, 
L'Oreal, Kem Nhuộm L'Oreal Dưỡng Tóc Sâu 6.11 Xám Khói 172ml, 169.000 ₫, 15%, 199.000 ₫, 
Fanola, Dầu Gội Fanola Phục Hồi Tóc Hư Tổn 1000ml, 259.000 ₫, 24%, 340.000 ₫, 
Cocoon, Combo Cocoon Nước Dưỡng Tóc Bưởi 140ml + Tẩy Da Chết Toàn Thân 200ml, 165.000 ₫, 43%, 290.000 ₫, 
50 Megumi, Tinh Chất 50 Megumi Dưỡng Và Ngăn Rụng Tóc 120ml, 463.000 ₫, 22%, 595.000 ₫, 
X-Men, Sáp Vuốt Tóc X-Men 8H Siêu Giữ Nếp & Kiềm Dầu 70g, 59.000 ₫, 27%, 81.000 ₫, 
Milaganics, Dầu Xả Milaganics Tinh Dầu Bưởi Dưỡng Tóc Mềm Mượt 250ml, 92.000 ₫, 50%, 183.000 ₫, 
Gennie, Dầu Gội Gennie Raspberry Giữ Màu Tóc Nhuộm 400ml, 125.000 ₫, 16%, 149.000 ₫, 
OGX, Dầu Xả OGX Chiết Xuất Hoa Anh Đào Cấp Ẩm Cho Tóc 385ml, 208.000 ₫, 29%, 295.000 ₫, 
Organist, Dầu Gội Organist Tinh Dầu Argan Cho Tóc Hư Tổn 500ml, 129.000 ₫, 24%, 169.000 ₫, 
L'Oreal Professionnel, Dầu Gội L'Oréal Professionnel Làm Dài, 438.000 ₫, not available, 439.000 ₫, 
Tsubaki, Dầu Gội Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Cocoon, Nước Dưỡng Tóc Cocoon Tinh Dầu Bưởi 310ml, 291.000 ₫, 10%, 325.000 ₫, 
Cocoon, [Phiên Bản Mới] Nước Dưỡng Tóc Cocoon Tinh Dầu Bưởi 140ml, 147.000 ₫, 11%, 165.000 ₫, 
TRESemmé, Bộ Gội Xả TRESemmé Keratin Vào Nếp Suôn Mượt 640g+620g, 303.000 ₫, 18%, 370.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml+180g, 214.000 ₫, 49%, 420.000 ₫, 
Fino, Kem Ủ Tóc Fino Premium Touch Cải Thiện Tóc Hư Tổn 230g, 140.000 ₫, 33%, 209.000 ₫, 
OGX, Dầu Gội OGX Biotin & Collagen Làm Dày Tóc 385ml, 192.000 ₫, 35%, 295.000 ₫, 
Selsun, Dầu Gội Selsun Ngừa Gàu Và Ngứa 1% Selenium Sulfide 250ml, 183.000 ₫, 16%, 217.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490mlx2, 298.000 ₫, 31%, 430.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Sạch Dầu Mát Lạnh (490ml/chai), 215.000 ₫, 49%, 418.000 ₫, 
Tsubaki, Dầu Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Tsubaki, Dầu Gội Tsubaki Dưỡng Tóc Bóng Mượt 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Girlz Only, Dầu Gội Khô Girlz Only Tóc Bồng Bềnh Tức Thì 200ml, 89.000 ₫, 49%, 175.000 ₫, 
Cocoon, Dầu Gội Bưởi Cocoon Giảm Rụng & Kích Thích Mọc Tóc 310ml, 219.000 ₫, 11%, 245.000 ₫, 
Tsubaki, Mặt Nạ Tóc Tsubaki Cao Cấp Phục Hồi Hư Tổn 180g, 192.000 ₫, 35%, 295.000 ₫, 
Pantene, Dầu Xả Pantene 3 Phút Diệu Kỳ Ngăn Rụng Tóc 150ml, 54.000 ₫, 14%, 63.000 ₫, 
S.O.N, Dầu Gội S.O.N Bồ Kết & Bưởi Giảm Gãy Rụng & Gàu 300ml, 249.000 ₫, 9%, 275.000 ₫, 
Bigen, Thuốc Nhuộm Tóc Bigen Phủ Bạc Dạng Kem 882 Nâu Đen 80ml, 152.000 ₫, 10%, 168.000 ₫, 
Milaganics, Dầu Olive Milaganics Nguyên Chất Dưỡng Da, 120.000 ₫, 40%, 199.000 ₫, 
Milaganics, Dầu Gội Milaganics Tinh Dầu Bưởi Kích Thích Mọc Tóc 280ml (Mới), 149.000 ₫, 34%, 227.000 ₫, 
Olaplex, Serum Olaplex No.9 Giúp Phục Hồi Tóc 90ml, 690.000 ₫, 22%, 890.000 ₫, 
Colab, Dầu Gội Khô Colab Extreme Volume Làm Phồng Tóc 200ml, 117.000 ₫, 48%, 225.000 ₫, 
Pantene, Dầu Gội Pantene Từ Tảo Biển Thanh Lọc & Làm Sạch 530ml, 140.000 ₫, 22%, 179.000 ₫, 
Organist, Dầu Gội Organist Muối Hồng Himalaya Cho Tóc Gàu 500ml, 117.000 ₫, 31%, 169.000 ₫, 
Batiste, Dầu Gội Khô Batiste Hương Hoa Quyến Rũ 200ml, 138.000 ₫, 12%, 156.000 ₫, 
Romano, Dầu Gội Romano Hương Nước Hoa Classic 650g, 150.000 ₫, 17%, 181.000 ₫, 
Aromatica, Dầu Xả Aromatica Hương Thảo Làm Dày Tóc 400ml, 364.000 ₫, 36%, 572.000 ₫, 
X-Men For Boss, Dầu Gội X-Men For Boss Intense Hương Trầm Nội Lực 850g, 198.000 ₫, 20%, 248.000 ₫, 
Sunsilk, Dầu Xả Sunsilk Natural Mềm Mượt Tỏa Hương 320g, 79.000 ₫, 8%, 86.000 ₫, 
Tsubaki, Bộ Chăm Sóc Tóc Tsubaki Phục Hồi, 502.000 ₫, 31%, 725.000 ₫, 
OGX, Dầu Gội OGX Chiết Xuất Hoa Anh Đào Cấp Ẩm Cho Tóc 385ml, 208.000 ₫, 29%, 295.000 ₫, 
L'Oreal, Màu Nhuộm L'Oreal Phủ Bạc 4.26 Nâu Tím Ánh Đỏ 172ml, 169.000 ₫, 15%, 199.000 ₫, 
Tsubaki, Sữa Dưỡng Tóc Tsubaki Chống Nắng Và Phục Hồi Hư Tổn 100ml, 157.000 ₫, 17%, 189.000 ₫, 
TRESemmé, Kem Ủ Tóc Tresemmé Salon Rebond Ngăn Gãy Rụng 180ml, 123.000 ₫, 24%, 162.000 ₫, 
Tsubaki, Combo Dầu Gội Tsubaki Ngăn Rụng Tóc 490ml + Sữa Tắm Senka Hoa Tươi Mát 500ml, 307.000 ₫, 26%, 413.000 ₫, 
Ellips, Serum Dưỡng Tóc Ellips Vitamin Cho Tóc Nhuộm 6 Viên, 24.000 ₫, 10%, 26.750 ₫, 
UNO, Sáp Vuốt Tóc Tạo Kiểu Uno Giữ Nếp Tự Nhiên 80g, 105.000 ₫, 30%, 149.000 ₫, 
Milaganics, Dầu Dừa Milaganics Tinh Khiết Vitamin E 100ml, 46.000 ₫, 61%, 117.000 ₫, 
L'Oreal, Dầu Xả L'Oreal Paris Bảo Vệ Dành Cho Tóc Nhuộm 280ml, 106.000 ₫, 18%, 129.000 ₫, 
L'Oreal, Màu Nhuộm L'Oreal Dưỡng Tóc Phủ Bạc 6.30 Nâu Ánh Vàng 172ml, 169.000 ₫, 15%, 199.000 ₫, 
Lab Nature, Dầu Gội Lab Nature Sạch Gàu Cho Mẹ Bầu No 01 473ml, 239.000 ₫, 26%, 325.000 ₫, 
Clear, Dầu Gội Clear 48 Giờ Sạch Gàu Ngứa 630g, 151.000 ₫, 13%, 174.000 ₫, 
Dove, Kem Xả Dove Dưỡng Tóc Chắc Khỏe Tự Nhiên 610g, 155.000 ₫, 18%, 190.000 ₫, 
Aromatica, Dầu Gội Aromatica Hương Thảo Ngăn Rụng Tóc 180ml, 242.000 ₫, 38%, 390.000 ₫, 
Nuxe, Combo Dầu Khô Đa Năng Nuxe Huile Classic 100ml & Hương Hoa Florale 10ml, 820.000 ₫, 15%, 965.000 ₫, 
Enchanteur, Dầu Gội Enchanteur Dưỡng Tóc Siêu Mượt Charming 650g, 149.000 ₫, 18%, 182.500 ₫, 
Dove, Combo Dove Dầu Gội 380ml + Kem Xả Serum 2in1 Tóc Phồng Dày & Ngăn Lão Hóa 230ml, 321.000 ₫, 30%, 460.000 ₫, 
Unix, Máy Tạo Kiểu Tóc Không Dây Đa Năng UNIX Multi Round, 805.000 ₫, 30%, 1.150.000 ₫, 
Some By Mi, Dầu Gội Some By Mi Giảm Gãy Rụng & Chăm Sóc Da Đầu 285ml, 229.000 ₫, 30%, 325.000 ₫, 
Tsubaki, Kem Xả Tsubaki Dưỡng Tóc Bóng Mượt 180g, 158.000 ₫, 46%, 295.000 ₫, 
Gennie, Dầu Gội Gennie Macadamia Phục Hồi Hư Tổn 400ml, 125.000 ₫, 16%, 149.000 ₫, 
Hairburst, Xịt Dưỡng Tóc Hairburst Làm Phồng, 518.000 ₫, 35%, 800.000 ₫, 
Ellips, Kem Ủ Tóc Ellips Phục Hồi Hư Tổn Hair Treatment 20g, 9.000 ₫, 30%, 12.840 ₫, 
Dove, Dầu Gội Dove Dưỡng Tóc Chắc Khỏe Tự Nhiên 640g, 155.000 ₫, 18%, 190.000 ₫, 
Ellips, Serum Dưỡng Tóc Ellips Vitamin Sức Sống Mới 6 Viên, 24.000 ₫, 10%, 26.750 ₫, 
Tsubaki, Dầu Gội Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Cocoon, Nước Dưỡng Tóc Cocoon Tinh Dầu Bưởi 310ml, 291.000 ₫, 10%, 325.000 ₫, 
Cocoon, [Phiên Bản Mới] Nước Dưỡng Tóc Cocoon Tinh Dầu Bưởi 140ml, 147.000 ₫, 11%, 165.000 ₫, 
TRESemmé, Bộ Gội Xả TRESemmé Keratin Vào Nếp Suôn Mượt 640g+620g, 303.000 ₫, 18%, 370.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml+180g, 214.000 ₫, 49%, 420.000 ₫, 
Fino, Kem Ủ Tóc Fino Premium Touch Cải Thiện Tóc Hư Tổn 230g, 140.000 ₫, 33%, 209.000 ₫, 
OGX, Dầu Gội OGX Biotin & Collagen Làm Dày Tóc 385ml, 192.000 ₫, 35%, 295.000 ₫, 
Selsun, Dầu Gội Selsun Ngừa Gàu Và Ngứa 1% Selenium Sulfide 250ml, 183.000 ₫, 16%, 217.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490mlx2, 298.000 ₫, 31%, 430.000 ₫, 
Tsubaki, Bộ Gội Xả Tsubaki Sạch Dầu Mát Lạnh (490ml/chai), 215.000 ₫, 49%, 418.000 ₫, 
Tsubaki, Dầu Xả Tsubaki Phục Hồi Ngăn Rụng Tóc 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Tsubaki, Dầu Gội Tsubaki Dưỡng Tóc Bóng Mượt 490ml, 139.000 ₫, 35%, 215.000 ₫, 
Girlz Only, Dầu Gội Khô Girlz Only Tóc Bồng Bềnh Tức Thì 200ml, 89.000 ₫, 49%, 175.000 ₫, 
Cocoon, Dầu Gội Bưởi Cocoon Giảm Rụng & Kích Thích Mọc Tóc 310ml, 219.000 ₫, 11%, 245.000 ₫, 
Tsubaki, Mặt Nạ Tóc Tsubaki Cao Cấp Phục Hồi Hư Tổn 180g, 192.000 ₫, 35%, 295.000 ₫, 
Sunsilk, Dầu Xả Sunsilk Natural Dưỡng Ngăn Gãy Rụng 320g, 76.000 ₫, 12%, 86.000 ₫, 
Reen, Kem Nhuộm Tóc Reen Phủ Bạc Thảo Dược Màu Nâu Sẫm 128g, 161.000 ₫, 1%, 162.000 ₫, 
L'Oreal, Kem Nhuộm L'Oreal Dưỡng Tóc Sâu 8.22 Nâu Ánh Hồng 172ml, 169.000 ₫, 15%, 199.000 ₫, 
Dove, Dầu Gội Dove Vào Nếp Tự Nhiên 640g (Mới), 171.000 ₫, 10%, 190.000 ₫, 
Nguyên Xuân, Dầu Gội Dược Liệu Nguyên Xuân Cho Tóc Hư Tổn 250ml, 82.000 ₫, 5%, 86.000 ₫, 
