NSX, Description, New Price, Discount percent, Old Price, 
L'Oreal, Nước Tẩy Trang L'Oreal Dưỡng Ẩm Cho Da Thường, 159.000 ₫, 27%, 219.000 ₫, 
La Roche-Posay, Kem Dưỡng La Roche-Posay Giúp Phục Hồi Da Đa Công Dụng 40ml, 310.000 ₫, 21%, 390.000 ₫, 
Garnier, Nước Tẩy Trang Garnier Dành Cho Da Dầu Và Mụn 400ml (Mới), 139.000 ₫, 18%, 169.000 ₫, 
Caryophy, Nước Tẩy Trang Caryophy Cho Da Dầu Mụn, 182.000 ₫, 49%, 360.000 ₫, 
SVR, Nước Tẩy Trang SVR Micellar Giúp Loại Bỏ Dầu Cho Da 75ml, 112.000 ₫, 10%, 125.000 ₫, 
Hada Labo, Dung Dịch Hada Labo Dưỡng Ẩm Tối Ưu Da Thường, 110.000 ₫, 21%, 139.000 ₫, 
Eveline, Nước Tẩy Trang Eveline Cho Da Khô Và Nhạy Cảm 400ml, 194.000 ₫, 28%, 270.000 ₫, 
Cocoon, Combo Cocoon Sữa Rửa Mặt Tặng Nước Hoa Hồng Từ Nghệ Hưng Yên 2x140ml, 331.000 ₫, 15%, 390.000 ₫, 
Angel's Liquid, Combo Angel's Liquid Serum & Kem Dưỡng Dưỡng Sáng Da, 838.000 ₫, 48%, 1.598.000 ₫, 
BNBG, Combo 10 Mặt Nạ BNBG Dưỡng Ẩm Chuyên Sâu Cho Mọi Loại Da 30ml, 279.000 ₫, 53%, 590.000 ₫, 
Nivea, Nước Tẩy Trang Nivea Kiểm Soát Nhờn 200ml, 82.000 ₫, 25%, 109.000 ₫, 
Eucerin, Bộ Eucerin Kem Dưỡng Ban Đêm 50ml & Sữa Rửa Mặt Giảm Thâm Nám 150g, 836.000 ₫, 41%, 1.419.000 ₫, 
SHC, Gel Tẩy Tế Bào Chết SHC Hatomugi Làm Sạch Da Từ Ý Dĩ 120g, 109.000 ₫, 27%, 150.000 ₫, 
POND'S, Tinh Chất Pond's Age Miracle Ngăn Ngừa Lão Hóa 30ml, 251.000 ₫, 30%, 360.000 ₫, 
Foodaholic, Combo 10 Mặt Nạ Foodaholic Hyaluronic Acid Cấp Ẩm Đa Tầng 23mlx10, 100.000 ₫, 47%, 190.000 ₫, 
Dr.G, [Mini] Kem Chống Nắng Dr.G Dưỡng Sáng Da 20ml, 250.000 ₫, not available, not available, 
Naris Cosmetics, Lotion Naris Cosmetics Dưỡng Ẩm Da, 495.000 ₫, not available, not available, 
Cocoon, Gel Rửa Mặt Cocoon Chiết Xuất Từ Hoa Hồng 140ml, 175.000 ₫, 10%, 195.000 ₫, 
Freeplus, Sữa Dưỡng Ẩm Freeplus Dịu Nhẹ #1 Tươi Mát Da 100ml, 477.000 ₫, 40%, 796.000 ₫, 
Organic Shop, Tẩy Tế Bào Chết Da Mặt Organic Shop Gừng & Cherry 75ml, 54.000 ₫, 55%, 119.000 ₫, 
Bioderma, [HSD 08/2024] Nước Hoa Hồng Bioderma Dành Cho Da Dầu, 99.000 ₫, 56%, 225.000 ₫, 
Eucerin, Nước Dưỡng Eucerin Làm Sáng Và Cấp Ẩm Cho Da 100ml, 698.000 ₫, 7%, 749.000 ₫, 
Avander, Mặt Nạ Avander Đất Sét Bùn Non Se Khít Lỗ Chân Lông 110g, 65.000 ₫, not available, not available, 
JMsolution, Mặt Nạ JMsolution Vitamin Dưỡng Sáng Và Săn Chắc Da 30ml, 19.000 ₫, 51%, 39.000 ₫, 
Acnes, Kem Dưỡng Acnes Vitamin Sáng Da, 78.000 ₫, 21%, 99.000 ₫, 
Beldora 299, Kem Dưỡng Beldora 299 Retinol 0.1 Ngăn Ngừa Nếp Nhăn 35ml, 499.000 ₫, 29%, 699.000 ₫, 
Senka, Sữa Rửa Mặt Senka Tẩy Trang 2 Trong 1 120g, 112.000 ₫, 6%, 119.000 ₫, 
innisfree, Tinh Chất innisfree Dưỡng Sáng Da Trông Căng Mướt 30ml, 690.000 ₫, 25%, 920.000 ₫, 
Milaganics, Toner Tràm Trà Milaganics Ngừa Mụn & Cân Bằng Độ pH 100ml, 46.000 ₫, 60%, 116.000 ₫, 
Foodaholic, Mặt Nạ Foodaholic Bột Kim Cương Dưỡng Sáng Da 23g, 8.000 ₫, 64%, 22.000 ₫, 
innisfree, Kem Dưỡng innisfree Cấp Ẩm Từ Chiết Xuất Trà Xanh 50ml (Mới), 479.000 ₫, 16%, 570.000 ₫, 
innisfree, Bộ Sản Phẩm Innisfree Cấp Nước Và Kiềm Dầu 3 Món, 616.000 ₫, 30%, 880.000 ₫, 
Sunplay, Sữa Chống Nắng Sunplay Giải Nhiệt Da 30g, 73.000 ₫, 20%, 91.000 ₫, 
B.O.M, Nước Cân Bằng B.O.M Từ 8 Loại Trà Làm Dịu & Cấp Ẩm Da 150ml, 407.000 ₫, 7%, 438.000 ₫, 
L'Oreal, Mặt Nạ L'Oreal Dưỡng Da Pha Lê Trắng Sáng 1 Miếng, 40.000 ₫, 18%, 49.000 ₫, 
innisfree, Kem Dưỡng Ẩm innisfree Sáng Da Hoa Anh Đào Dạng Gel 50ml, 395.000 ₫, 21%, 500.000 ₫, 
Cocoon, Combo Cocoon Tẩy Da Chết Mặt Cà Phê Đắk Lắk 150ml + Nước Tẩy Trang Bí Đao 140ml, 248.000 ₫, 20%, 310.000 ₫, 
Re:p, Mặt Nạ Đất Sét Re:p Hương Thảo Se Lỗ Chân Lông, 479.000 ₫, 39%, 790.000 ₫, 
Re:p, Mặt Nạ Đất Sét Re:p Hoa Cúc Giảm Viêm Cho Da Nhạy Cảm 130g, 459.000 ₫, 35%, 710.000 ₫, 
Banobagi, Combo Mặt Nạ Banobagi Bổ Sung Collagen, 140.000 ₫, 36%, 220.000 ₫, 
Senka, Nước Cân Bằng Senka Dưỡng Ẩm Chuyên Sâu 200ml, 137.000 ₫, 30%, 195.000 ₫, 
La Roche-Posay, Combo 2 Nước Tẩy Trang La Roche-Posay Dành Cho Da Nhạy Cảm 400ml, 741.000 ₫, 25%, 990.000 ₫, 
Cetaphil, Sữa Dưỡng Ẩm Cetaphil Cho Da Dầu Mụn, 591.000 ₫, 17%, 710.000 ₫, 
L'Oreal, Nước Tẩy Trang L'Oreal Tươi Mát Cho Da Dầu, 158.000 ₫, 28%, 219.000 ₫, 
Klairs, Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml, 266.000 ₫, 35%, 409.000 ₫, 
La Roche-Posay, Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml, 396.000 ₫, 26%, 535.000 ₫, 
Skin1004, Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml, 276.000 ₫, 35%, 425.000 ₫, 
L'Oreal, Nước Tẩy Trang L'Oreal Làm Sạch Sâu Trang Điểm 400ml, 159.000 ₫, 27%, 219.000 ₫, 
Anessa, Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml, 393.000 ₫, 45%, 715.000 ₫, 
Bioderma, Nước Tẩy Trang Bioderma Dành Cho Da Nhạy Cảm 500ml, 393.000 ₫, 25%, 525.000 ₫, 
CeraVe, Sữa Rửa Mặt CeraVe Sạch Sâu Cho Da Thường Đến Da Dầu 473ml, 389.000 ₫, 12%, 440.000 ₫, 
Bioderma, Nước Tẩy Trang Bioderma Dành Cho Da Dầu & Hỗn Hợp 500ml, 393.000 ₫, 25%, 525.000 ₫, 
Anessa, Sữa Chống Nắng Anessa Cho Da Nhạy Cảm & Trẻ Em 60ml, 393.000 ₫, 45%, 715.000 ₫, 
Cosrx, Gel Rửa Mặt Cosrx Tràm Trà, 118.000 ₫, 65%, 339.000 ₫, 
La Roche-Posay, Nước Tẩy Trang La Roche-Posay Dành Cho Da Nhạy Cảm 400ml, 370.000 ₫, 25%, 495.000 ₫, 
L'Oreal, Nước Tẩy Trang L'Oreal Dưỡng Ẩm Cho Da Thường, 159.000 ₫, 27%, 219.000 ₫, 
La Roche-Posay, Kem Dưỡng La Roche-Posay Giúp Phục Hồi Da Đa Công Dụng 40ml, 310.000 ₫, 21%, 390.000 ₫, 
Garnier, Nước Tẩy Trang Garnier Dành Cho Da Dầu Và Mụn 400ml (Mới), 139.000 ₫, 18%, 169.000 ₫, 
Senka, Sữa Dưỡng Senka Cấp Ẩm Chuyên Sâu Cho Da 150ml, 137.000 ₫, 30%, 195.000 ₫, 
LIME, Phấn Nước Lime Dưỡng Ẩm No.20 Skin Beige Da Trung Bình 20g, 274.000 ₫, 35%, 420.000 ₫, 
Senz, Gel Rửa Mặt Senz Từ Khổ Qua Thu Nhỏ Lỗ Chân Lông 150ml, 97.000 ₫, 22%, 125.000 ₫, 
Naris Cosmetics, Xịt Chống Nắng Naris Cosmetics Dưỡng Sáng Da 90g, 495.000 ₫, not available, not available, 
Rainbow L’affair, Mặt Nạ Rainbow L'Affair Cấp Ẩm, 15.000 ₫, 62%, 40.000 ₫, 
Sunplay, Sữa Chống Nắng Sunplay Cho Bé Và Da Nhạy Cảm 30g, 73.000 ₫, 20%, 91.000 ₫, 
Curél, Lotion Dưỡng Curél Dành Cho Da Dầu 150ml, 439.000 ₫, 28%, 610.000 ₫, 
Milaganics, Tẩy Tế Bào Chết Milaganics Cà Phê Sáng Da, 99.000 ₫, 46%, 183.000 ₫, 
Senka, Combo 2 Sữa Rửa Mặt Senka Tạo Bọt Chiết Xuất Tơ Tằm Trắng 120g, 109.000 ₫, 50%, 218.000 ₫, 
Vegick, Serum Vegick Cần Tây Làm Dịu, 299.000 ₫, 30%, 425.000 ₫, 
Vichy, Combo Vichy Kem Dưỡng & Serum Sáng Da, 1.142.000 ₫, 15%, 1.349.000 ₫, 
Bio-essence, Serum Bio-essence 2 Trong 1 Ngăn Ngừa Lão Hóa 36g, 476.000 ₫, 30%, 682.000 ₫, 
Naris Cosmetics, Nước Dưỡng Naris Cosmetics Hyaluronic Acid Cấp Ẩm Da 180ml, 418.000 ₫, 16%, 495.000 ₫, 
Cocoon, Xịt Khoáng Cocoon Nghệ Hưng Yên Giúp Sáng Da 130ml, 192.000 ₫, 11%, 215.000 ₫, 
B.O.M, Kem Nâng Tông Da B.O.M 40ml, 351.000 ₫, 25%, 468.000 ₫, 
Caryophy, Combo 2 Mặt Nạ Caryophy Làm Giảm Mụn, 90.000 ₫, 10%, 100.000 ₫, 
Evoluderm, Nước Tẩy Trang Evoluderm Cho Da Khô Và Nhạy Cảm 500ml, 159.000 ₫, 51%, 325.000 ₫, 
Avène, Kem Chống Nắng Avène Vật Lý Cho Da Thường Nhạy Cảm 100ml, 743.000 ₫, 15%, 875.000 ₫, 
Acnes, Dung Dịch Tạo Bọt Acnes Ngăn Ngừa Mụn 150ml, 61.000 ₫, 21%, 77.000 ₫, 
Melano CC, Gel Dưỡng Melano CC Sáng Da, 279.000 ₫, 20%, 350.000 ₫, 
OXY, Gel Chấm Mụn Oxy Hỗ Trợ Sạch Mụn, 59.000 ₫, 21%, 75.000 ₫, 
SVR, Gel Giảm Mụn SVR Dành Cho Da Dễ Bị Mụn 15ml, 367.000 ₫, 16%, 435.000 ₫, 
Naris Cosmetics, Sữa Dưỡng Naris Cosmetics Hyaluronic Acid Cấp Ẩm Da 150ml, 445.000 ₫, 23%, 575.000 ₫, 
Nature Republic, Mặt Nạ Nature Republic Chiết Xuất Cam Dưỡng Sáng Da 23ml, 14.000 ₫, 26%, 19.000 ₫, 
Acnes, Tinh Chất Acnes Chuyên Biệt Cho Da Mụn 20ml, 87.000 ₫, 21%, 110.000 ₫, 
Nivea, Nước Hoa Hồng Nivea Dưỡng Sáng Da, 87.000 ₫, 20%, 109.000 ₫, 
PUREDERM, Miếng Dán Mụn Purederm Tẩm Tinh Chất 22 Miếng, 56.000 ₫, 7%, 60.000 ₫, 
Naris Cosmetics, Sữa Rửa Mặt Naris Nature Cho Da Mụn Chiết Xuất Mù Tạt 100g, 255.000 ₫, not available, not available, 
CeraVe, Combo CeraVe Sữa Rửa Mặt Cho Da Dầu 88ml + Sữa Dưỡng Thể Cho Da Khô 20ml, 145.000 ₫, 22%, 186.000 ₫, 
I'm from, Nước Hoa Hồng I'm from Chiết Xuất Gạo Dưỡng Sáng Da 150ml, 361.000 ₫, 35%, 555.000 ₫, 
Kiehl's, [Hàng Tách Set] Sữa Rửa Mặt Kiehl's Tạo Bọt Dịu Nhẹ Cho Mọi Loại Da 75ml, 360.000 ₫, 10%, 400.000 ₫, 
Kiehl's, Serum Kiehl's Giúp Da Tái Tạo, 2.160.000 ₫, 10%, 2.400.000 ₫, 
Bioré, Sữa Chống Nắng Bioré Bảo Vệ Hoàn Hảo - Sáng Mịn 25ml, 53.000 ₫, 24%, 70.000 ₫, 
Care:Nel, Mặt Nạ Ngủ Môi Care:Nel Chiết Xuất Chanh 5g, 54.000 ₫, 23%, 70.000 ₫, 
Senka, Combo Senka Nước Tẩy Trang 230ml + Sữa Rửa Mặt Ngăn Ngừa Mụn 100g, 153.000 ₫, 33%, 227.000 ₫, 
Naruko, Hộp 10 Miếng Mặt Nạ Naruko Bạch Ngọc Lan Săn Chắc Da 30ml/M, 238.000 ₫, 26%, 320.000 ₫, 
OXY, Kem Rửa Mặt Oxy Có Hạt Làm Sạch Sâu Giảm Nhờn 100g, 64.000 ₫, 21%, 81.000 ₫, 
Milaganics, Bột Đậu Đỏ Milaganics Ngừa Mụn, 27.000 ₫, 34%, 41.000 ₫, 
Obagi, Serum Obagi Vitamin C 15% Sáng Da & Chống Oxy Hóa 30ml, 2.125.000 ₫, 15%, 2.500.000 ₫, 
REBIRTH, Gel Dưỡng Mắt Rebirth Ngăn Ngừa Nếp Nhăn & Quầng Thâm 30g, 194.000 ₫, 15%, 229.000 ₫, 
L'Oreal, Nước Tẩy Trang L'Oreal Tươi Mát Cho Da Dầu, 158.000 ₫, 28%, 219.000 ₫, 
Klairs, Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml, 266.000 ₫, 35%, 409.000 ₫, 
La Roche-Posay, Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml, 396.000 ₫, 26%, 535.000 ₫, 
Skin1004, Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml, 276.000 ₫, 35%, 425.000 ₫, 
L'Oreal, Nước Tẩy Trang L'Oreal Làm Sạch Sâu Trang Điểm 400ml, 159.000 ₫, 27%, 219.000 ₫, 
Anessa, Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml, 393.000 ₫, 45%, 715.000 ₫, 
Bioderma, Nước Tẩy Trang Bioderma Dành Cho Da Nhạy Cảm 500ml, 393.000 ₫, 25%, 525.000 ₫, 
CeraVe, Sữa Rửa Mặt CeraVe Sạch Sâu Cho Da Thường Đến Da Dầu 473ml, 389.000 ₫, 12%, 440.000 ₫, 
Bioderma, Nước Tẩy Trang Bioderma Dành Cho Da Dầu & Hỗn Hợp 500ml, 393.000 ₫, 25%, 525.000 ₫, 
Anessa, Sữa Chống Nắng Anessa Cho Da Nhạy Cảm & Trẻ Em 60ml, 393.000 ₫, 45%, 715.000 ₫, 
Cosrx, Gel Rửa Mặt Cosrx Tràm Trà, 118.000 ₫, 65%, 339.000 ₫, 
La Roche-Posay, Nước Tẩy Trang La Roche-Posay Dành Cho Da Nhạy Cảm 400ml, 370.000 ₫, 25%, 495.000 ₫, 
L'Oreal, Nước Tẩy Trang L'Oreal Dưỡng Ẩm Cho Da Thường, 159.000 ₫, 27%, 219.000 ₫, 
La Roche-Posay, Kem Dưỡng La Roche-Posay Giúp Phục Hồi Da Đa Công Dụng 40ml, 310.000 ₫, 21%, 390.000 ₫, 
Garnier, Nước Tẩy Trang Garnier Dành Cho Da Dầu Và Mụn 400ml (Mới), 139.000 ₫, 18%, 169.000 ₫, 
Milaganics, Dầu Olive Milaganics Nguyên Chất Dưỡng Da, 120.000 ₫, 40%, 199.000 ₫, 
Eucerin, Combo Eucerin Tinh Chất Thu Nhỏ Lỗ Chân Lông 30ml + Gel Giảm Mụn 40ml, 1.051.000 ₫, 8%, 1.139.000 ₫, 
The Lab, Combo The Lab Kem Dưỡng 50g + Nước Cân Bằng Cấp Ẩm 100ml, 451.000 ₫, 20%, 565.000 ₫, 
JMsolution, Mặt Nạ JMsolution Tổ Yến Dưỡng Ẩm Chuyên Sâu 30ml, 17.000 ₫, 32%, 25.000 ₫, 
The Lab, Tinh Chất The Lab Dưỡng Ẩm Chuyên Sâu Cho Da 30ml, 553.000 ₫, 20%, 693.000 ₫, 
Sunplay, Sữa Chống Nắng Sunplay Vật Lý Bảo Vệ Da Giảm Dầu 25g, 104.000 ₫, 21%, 132.000 ₫, 
Kiehl's, [Hàng Tách Set] Nước Cân Bằng Kiehl's Hoa Cúc Làm Dịu Da 250ml, 1.040.000 ₫, 10%, 1.150.000 ₫, 
La Roche-Posay, Combo La Roche-Posay Gel Rửa Mặt Da Dầu, 519.000 ₫, 26%, 700.000 ₫, 
Sexylook, Combo Mặt Nạ Đen Sexylook Hoa Cúc Giảm Mụn Sáng Da 5x28ml, 159.000 ₫, 47%, 299.000 ₫, 
BNBG, Combo 10 Mặt Nạ Kem BNBG Cấp Ẩm Đa Tầng 30ml, 228.000 ₫, 24%, 300.000 ₫, 
Bioré, Tinh Chất Chống Nắng Bioré UV Sáng Rạng Rỡ 70g, 201.000 ₫, 28%, 279.000 ₫, 
Garnier, Sữa Rửa Mặt Garnier Tạo Bọt Dưỡng Sáng Làn Da 100ml, 82.000 ₫, 17%, 99.000 ₫, 
Acnes, Gel Rửa Mặt Ngăn Ngừa Mụn Acnes 100g, 65.000 ₫, 21%, 82.000 ₫, 
Banobagi, Mặt Nạ Banobagi Dưỡng Sáng, 139.000 ₫, 37%, 220.000 ₫, 
Sunplay, Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Sữa 50g, 175.000 ₫, 50%, 350.000 ₫, 
Freeplus, Sữa Dưỡng Ẩm Freeplus Dịu Nhẹ #2 Ẩm Mượt Da 100ml, 477.000 ₫, 40%, 796.000 ₫, 
Naris Cosmetics, Sữa Dưỡng Naris Acne Grand Cho Da Mụn 160ml, 594.000 ₫, not available, 595.000 ₫, 
Naris Cosmetics, Dầu Tẩy Trang Naris Acne Grand Dành Cho Da Mụn 100ml, 505.000 ₫, 15%, 595.000 ₫, 
Bioré, Sữa Chống Nắng Bioré Dịu Nhẹ Cho Trẻ Em 70ml, 210.000 ₫, 16%, 249.000 ₫, 
dProgram, Sữa Dưỡng d program Dành Cho Da Khô 100ml, 623.000 ₫, 30%, 890.000 ₫, 
Senka, Mặt Nạ Senka Dưỡng Da Sáng Hồng 25ml, 26.000 ₫, 24%, 34.000 ₫, 
HASI, Chấm Mụn Hasi Kokeshi Giảm Sưng Và Gom Cồi Mụn 5ml, 69.000 ₫, 8%, 75.000 ₫, 
CeraVe, [Mini] Sữa Rửa Mặt CeraVe Cho Da Thường Đến Khô 20ml, 25.000 ₫, 31%, 36.000 ₫, 
Senka, Combo 2 Sữa Chống Nắng Senka Kiềm Dầu, 250.000 ₫, 34%, 380.000 ₫, 
Eucerin, [Mua 1 Tặng 1] Eucerin Kem Chống Nắng Dưỡng Sáng + Tặng Tẩy Trang Cấp Ẩm, 500.000 ₫, not available, not available, 
Derma Angel, Miếng Dán Mụn Derma Angel Ngày & Đêm 18 Miếng + Tặng 6 Miếng Ngày, 51.000 ₫, 23%, 66.000 ₫, 
Bioderma, [Mini] Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 45ml, 99.000 ₫, 50%, 200.000 ₫, 
PUREDERM, Mặt Nạ Mắt Purederm Collagen Cấp Ẩm, 26.000 ₫, 35%, 40.000 ₫, 
La Roche-Posay, [Mini] Nước Tẩy Trang La Roche-Posay Cho Da Dầu, 79.000 ₫, 17%, 95.000 ₫, 
Rainbow L’affair, Mặt Nạ Rainbow L’affair Cấp Ẩm Cho Da Khô, 19.000 ₫, 52%, 40.000 ₫, 
JMsolution, Mặt Nạ JMsolution Trứng Cá Tầm Phục Hồi Tái Tạo Da 30ml, 17.000 ₫, 32%, 25.000 ₫, 
OXY, Kem Rửa Mặt Oxy Sạch Khuẩn Mụn, 58.000 ₫, 24%, 76.000 ₫, 
Rainbow L’affair, Mặt Nạ Rainbow L’affair Vitamin Làm Sáng Da 25g, 19.000 ₫, 52%, 40.000 ₫, 
innisfree, Mặt Nạ Giấy innisfree Làm Mịn Và Sáng Da Hương Lựu 20ml, 20.000 ₫, 26%, 27.000 ₫, 
Bioderma, Combo Bioderma Nước Tẩy Trang Cho Da Dầu & Hỗn Hợp 500ml + Kem Dưỡng Giảm Thâm Mụn 5ml, 393.000 ₫, 25%, 525.000 ₫, 
Nature Republic, Mặt Nạ Nature Republic Chiết Xuất Tre Cấp Nước 23ml, 14.000 ₫, 26%, 19.000 ₫, 
Cetaphil, Sữa Rửa Mặt Cetaphil Dạng Bọt Siêu Mịn Dịu Da Nhạy Cảm 200ml, 487.000 ₫, 30%, 695.000 ₫, 
Hada Labo, Dung Dịch Hada Labo Dưỡng Ẩm Cho Da Mụn Và Nhạy Cảm 170ml, 215.000 ₫, 20%, 270.000 ₫, 
Hada Labo, Nước Tẩy Trang Hada Labo Sạch Sâu Dưỡng Sáng 240ml, 107.000 ₫, 21%, 135.000 ₫, 
Some By Mi, Mặt Nạ Some By Mi Ngọc Trai Dưỡng Sáng Da 25g, 25.000 ₫, 36%, 39.000 ₫, 
L'Oreal, Nước Tẩy Trang L'Oreal Tươi Mát Cho Da Dầu, 158.000 ₫, 28%, 219.000 ₫, 
Klairs, Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml, 266.000 ₫, 35%, 409.000 ₫, 
La Roche-Posay, Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml, 396.000 ₫, 26%, 535.000 ₫, 
Skin1004, Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml, 276.000 ₫, 35%, 425.000 ₫, 
L'Oreal, Nước Tẩy Trang L'Oreal Làm Sạch Sâu Trang Điểm 400ml, 159.000 ₫, 27%, 219.000 ₫, 
Anessa, Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml, 393.000 ₫, 45%, 715.000 ₫, 
Bioderma, Nước Tẩy Trang Bioderma Dành Cho Da Nhạy Cảm 500ml, 393.000 ₫, 25%, 525.000 ₫, 
CeraVe, Sữa Rửa Mặt CeraVe Sạch Sâu Cho Da Thường Đến Da Dầu 473ml, 389.000 ₫, 12%, 440.000 ₫, 
Bioderma, Nước Tẩy Trang Bioderma Dành Cho Da Dầu & Hỗn Hợp 500ml, 393.000 ₫, 25%, 525.000 ₫, 
Anessa, Sữa Chống Nắng Anessa Cho Da Nhạy Cảm & Trẻ Em 60ml, 393.000 ₫, 45%, 715.000 ₫, 
Cosrx, Gel Rửa Mặt Cosrx Tràm Trà, 118.000 ₫, 65%, 339.000 ₫, 
La Roche-Posay, Nước Tẩy Trang La Roche-Posay Dành Cho Da Nhạy Cảm 400ml, 370.000 ₫, 25%, 495.000 ₫, 
L'Oreal, Nước Tẩy Trang L'Oreal Dưỡng Ẩm Cho Da Thường, 159.000 ₫, 27%, 219.000 ₫, 
La Roche-Posay, Kem Dưỡng La Roche-Posay Giúp Phục Hồi Da Đa Công Dụng 40ml, 310.000 ₫, 21%, 390.000 ₫, 
Garnier, Nước Tẩy Trang Garnier Dành Cho Da Dầu Và Mụn 400ml (Mới), 139.000 ₫, 18%, 169.000 ₫, 
Emmié by Happy Skin, Hộp Quà Máy Rửa Mặt Emmié Sonic Heat 6 Món, 960.000 ₫, 37%, 1.515.000 ₫, 
Cocoon, Bộ Sản Phẩm Cocoon Sáng Da Chuyên Sâu Từ Nghệ Hưng Yên 3 Món, 644.000 ₫, 20%, 805.000 ₫, 
Bioré, Gel Chống Nắng Bioré Màng Nước Dưỡng Ẩm SPF50+ PA++++ 155ml, 319.000 ₫, 3%, 330.000 ₫, 
Gilaa, Siêu Phấn Nước Gilaa Căng Bóng 01 Light Beige 15g, 364.000 ₫, 44%, 650.000 ₫, 
Care:Nel, Mặt Nạ Ngủ Môi Care:Nel Chiết Xuất Quả Mọng 23g, 159.000 ₫, 34%, 240.000 ₫, 
Cetaphil, Sữa Dưỡng Ẩm Cetaphil Dịu Lành Cho Da Nhạy Cảm 59ml, 119.000 ₫, 8%, 130.000 ₫, 
Anessa, [Mini] Gel Chống Nắng Anessa Dưỡng Ẩm Bảo Vệ Hoàn Hảo 15g, 95.000 ₫, not available, not available, 
Nivea, Nước Tẩy Trang Nivea Dưỡng Sáng Da 200ml, 87.000 ₫, 20%, 109.000 ₫, 
Byvibes Wonder Bath, Sữa Rửa Mặt Rau Củ Byvibes Wonder Bath Săn Chắc Da 300ml, 189.000 ₫, 49%, 369.000 ₫, 
dProgram, Kem Dưỡng d program Ngăn Ngừa Lão Hóa 45g, 1.169.000 ₫, 10%, 1.300.000 ₫, 
Senka, Mặt Nạ Senka Siêu Cấp Ẩm Cho Da Khô 25ml, 26.000 ₫, 24%, 34.000 ₫, 
Naris Cosmetics, Xịt Chống Nắng Naris Cosmetics Dưỡng Sáng Da 50g, 295.000 ₫, not available, not available, 
UNO, Sữa Rửa Mặt Cho Nam Uno Tạo Bọt Sạch Nhờn Cho Da Dầu 130g, 117.000 ₫, 2%, 119.000 ₫, 
Bioré, Sữa Rửa Mặt Bioré Thanh Lọc Da - Sạch Nhờn 100g, 48.000 ₫, 6%, 51.000 ₫, 
Some By Mi, Serum Some By Mi Làm Se Khít Lỗ Chân Lông 50ml, 349.000 ₫, 22%, 445.000 ₫, 
Bye Bye Blemish, Tinh Chất Peel Da Bye Bye Blemish Mờ Thâm, 374.000 ₫, 15%, 440.000 ₫, 
Curél, Sữa Dưỡng Da Curél Cấp Ẩm Chuyên Sâu 120ml, 454.000 ₫, 26%, 610.000 ₫, 
Hada Labo, Gel Dưỡng Ẩm Hada Labo Phục Hồi, 309.000 ₫, 20%, 385.000 ₫, 
Bioré, Sữa Chống Nắng Bioré Bảo Vệ Hoàn Hảo - Dưỡng Ẩm 25ml, 65.000 ₫, 7%, 70.000 ₫, 
innisfree, Combo 2 Sữa Rửa Mặt innisfree Kiểm Soát Nhờn Tro Núi Lửa & BHA 150g (Mới 2023), 364.000 ₫, 30%, 520.000 ₫, 
Nivea, Nước Tẩy Trang Nivea Energy Dưỡng Sáng, 140.000 ₫, 26%, 189.000 ₫, 
Senz, Nước Tẩy Trang Senz Từ Khổ Qua Thu Nhỏ Lỗ Chân Lông 250ml, 104.000 ₫, 26%, 140.000 ₫, 
Sexylook, Mặt Nạ Đen Sexylook Ngọc Trai Dưỡng Sáng Da Chuyên Sâu 28ml, 29.000 ₫, 52%, 60.000 ₫, 
Hazeline, Sữa Rửa Mặt Hazeline Dưỡng Ẩm Sáng Da Yến Mạch & Dâu Tằm 100g, 43.000 ₫, 21%, 54.500 ₫, 
Vegick, Toner Vegick Thuần Chay Cải Thiện Lỗ Chân Lông 210ml, 258.000 ₫, 35%, 399.000 ₫, 
dProgram, Combo d program Sữa Rửa Mặt & Tinh Chất Dưỡng Ẩm Da, 499.000 ₫, 54%, 1.080.000 ₫, 
SVR, Kem Chống Nắng SVR Trong Suốt, 465.000 ₫, 15%, 550.000 ₫, 
Derladie, Sữa Rửa Mặt Derladie Cây Phỉ Làm Sạch, 258.000 ₫, 14%, 299.000 ₫, 
JMsolution, Kem Dưỡng JMsolution Làm Sáng & Nâng Tông Da 50ml, 299.000 ₫, 25%, 400.000 ₫, 
La Roche-Posay, Combo La Roche-Posay Làm Sạch & Làm Dịu Da Dầu Nhạy Cảm, 177.000 ₫, 50%, 355.000 ₫, 
