NSX, Description, New Price, Discount percent, Old Price, 
Sagami, Bao Cao Su Sagami Spearmint Hương Bạc Hà (Hộp 10), 91.000 ₫, 39%, 150.000 ₫, 
Agi, Combo 6 Khăn Ướt AGI Không Hương 100 Tờ (Chim Cánh Cụt), 198.000 ₫, 6%, 210.000 ₫, 
Sensodyne, Kem Đánh Răng Sensodyne Gentle Whitening Làm Sáng Răng 100g, 61.000 ₫, 9%, 67.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Hàng Ngày Hương Hoa 40 Miếng, 38.000 ₫, not available, not available, 
Laurier, Băng Vệ Sinh Laurier Siêu Mỏng Mát Lạnh 22.5cm 16M, 67.000 ₫, 17%, 81.000 ₫, 
Remos, Xịt Xua Muỗi Remos Hương Sả Chanh 150ml, 56.000 ₫, 15%, 66.000 ₫, 
Diana, Băng Vệ Sinh Diana Sensi Cool Fresh Night 35cm Gói 3 Miếng, 19.000 ₫, 17%, 23.000 ₫, 
Sagami, Bao Cao Su Sagami Green Gân Gai (Hộp 10), 89.000 ₫, 26%, 120.000 ₫, 
P/S, Đầu Bàn Chải Điện P/S S100 Pro Sáng Răng Tự Nhiên 2 Cái, 174.000 ₫, 30%, 250.000 ₫, 
Halio, Bàn Chải Điện Halio Làm Sáng Răng Màu Tím (Bản Giới Hạn), 1.066.000 ₫, 18%, 1.300.000 ₫, 
Sensodyne, [Mua 2 Tặng 1] Bàn Chải Đánh Răng Sensodyne Làm Sạch Sâu Kẽ Răng, 78.000 ₫, 10%, 87.000 ₫, 
Durex, Bao Cao Su Durex Jeans Cơ Bản Bôi Trơn Size 52.5mm (Hộp 3), 37.000 ₫, 7%, 40.000 ₫, 
P/S, Nước Súc Miệng P/S Pro Complete Kháng Khuẩn 500ml, 44.000 ₫, 41%, 75.000 ₫, 
Fressi Care, Khăn Ướt Fressi Face Sạch Nhờn An Toàn Cho Da 20 Miếng/ Gói, 13.000 ₫, 7%, 14.000 ₫, 
Kotex, Băng Vệ Sinh Kotex Max Cool Siêu Mỏng Cánh 8 Miếng, 22.000 ₫, 4%, 23.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Hằng Ngày 250ml, 168.000 ₫, 15%, 198.000 ₫, 
Marvis, Kem Đánh Răng Marvis Màu Bạc Làm Trắng Răng 85ml, 179.000 ₫, 36%, 279.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 250ml, 72.000 ₫, 1%, 73.000 ₫, 
Median, Kem Đánh Răng Median IQ 93% Trắng Răng Màu Trắng Bạc 120g, 38.000 ₫, 42%, 65.000 ₫, 
Listerine, Combo 2 Nước Súc Miệng Listerine Hơi Thở Thơm Mát 750ml/Chai, 183.000 ₫, 33%, 272.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Xanh Ombre, 650.000 ₫, 50%, 1.300.000 ₫, 
P/S, Kem Đánh Răng P/S Than Hoạt Tính Trắng Răng Tự Nhiên 230g, 37.000 ₫, 18%, 45.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Làm Dịu Da 250ml, 198.000 ₫, not available, not available, 
Diana, Băng Quần Diana Ban Đêm Size M-L 5 Cái, 79.000 ₫, 11%, 89.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Đen, 650.000 ₫, 50%, 1.300.000 ₫, 
Propolinse, Nước Súc Miệng Propolinse Pure Chiết Xuất Sáp Ong 600ml, 135.000 ₫, 43%, 235.000 ₫, 
Eucryl, Kem Đánh Răng Eucryl Làm Trắng Răng Hương Bạc Hà 62g, 49.000 ₫, 35%, 75.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 150ml, 44.000 ₫, 10%, 49.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Trắng, 650.000 ₫, 50%, 1.300.000 ₫, 
Diana, Băng Vệ Sinh Diana Cool Fresh Mát Lạnh Siêu Mỏng Cánh 20M, 43.000 ₫, 9%, 47.000 ₫, 
Diana, Băng Vệ Sinh Diana Sensi Cool Fresh Night 29cm Gói 4 Miếng, 19.000 ₫, 7%, 20.500 ₫, 
Jomi, Khẩu Trang Jomi 4D Ngăn Khói Bụi & Vi Khuẩn 5 Cái, 19.000 ₫, 24%, 25.000 ₫, 
P/S, Đầu Bàn Chải Điện P/S S100 Pro Sạch Sâu Màu Trắng 2 Cái, 174.000 ₫, 30%, 250.000 ₫, 
Colgate, Kem Đánh Răng Colgate Sáng Răng Từ Tinh Thể Khoáng Trắng 100g, 39.000 ₫, 22%, 50.000 ₫, 
Laurier, Combo 3 Băng Vệ Sinh Laurier Fresh&Free Dày Có Cánh 20M, 115.000 ₫, 9%, 126.000 ₫, 
Agi, Combo 6 Khăn Ướt AGI Không Hương 100 Tờ (Vịt Vàng), 198.000 ₫, 6%, 210.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Siêu Mỏng Bảo Vệ 1mm 25cm 8M, 38.000 ₫, 3%, 39.000 ₫, 
MegRhythm, Mặt Nạ Xông Hơi Mắt MegRhythm Hương Cam Yuzu 5 Miếng, 118.000 ₫, 16%, 140.000 ₫, 
Lifebuoy, Nước Rửa Tay Lifebuoy Sữa Dưỡng Ẩm Chai 180g, 33.000 ₫, 6%, 35.000 ₫, 
Bamboo Salt, Bàn Chải Đánh Răng Bamboo Salt Muối Tre Chăm Sóc Răng Ê Buốt (Vỉ 2+1), 77.000 ₫, 14%, 90.000 ₫, 
Diana, Băng Quần Diana Ban Đêm Size M-L 2 Cái, 37.000 ₫, 4%, 38.500 ₫, 
Loli & The Wolf, Xịt Thơm Miệng Loli And The Wolf Vị Táo Xanh 20ml, 138.000 ₫, 18%, 169.000 ₫, 
Colgate, Máy Tăm Nước Colgate Cầm Tay Ngăn Thấm Nước Màu Hồng, 1.730.000 ₫, 20%, 2.160.000 ₫, 
Listerine, Nước Súc Miệng Listerine Trà Xanh Ngừa Sâu Răng 250ml, 49.000 ₫, 34%, 74.000 ₫, 
P/S, Kem Đánh Răng P/S Muối Hồng & Hoa Cúc Trắng Răng 230g, 43.000 ₫, 4%, 45.000 ₫, 
Colgate, Máy Tăm Nước Colgate Cầm Tay Ngăn Thấm Nước Màu Xanh Bạc Hà, 1.677.000 ₫, 22%, 2.160.000 ₫, 
Colgate, Combo 2 Bàn Chải Đánh Răng Colgate Kháng Khuẩn Than Hoạt Tính, 66.000 ₫, 6%, 70.000 ₫, 
Femfresh, Combo 2 Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Hằng Ngày 250ml, 333.000 ₫, 1%, 336.000 ₫, 
Loli & The Wolf, Kem Dưỡng Vùng Kín Loli & The Wolf Dưỡng Ẩm Sau Cạo 50ml, 139.000 ₫, 18%, 169.000 ₫, 
Durex, Bao Cao Su Durex Pleasuremax Gân Gai Size 56mm (Hộp 12), 184.000 ₫, 14%, 214.000 ₫, 
MegRhythm, Miếng Dán Nóng Xông Hơi MegRhythm Vùng Vai Lưng (4 Miếng), 127.000 ₫, 21%, 160.000 ₫, 
Listerine, Nước Súc Miệng Listerine Hơi Thở Thơm Mát 250ml, 59.000 ₫, 12%, 67.000 ₫, 
Laurier, Combo Băng Vệ Sinh Laurier Siêu Mỏng Ngày & Siêu Bảo Vệ Đêm, 121.000 ₫, 5%, 128.000 ₫, 
Listerine, Nước Súc Miệng Listerine Cho Răng Nhạy Cảm Không Cay 750ml, 140.000 ₫, 25%, 187.000 ₫, 
Diana, Băng Vệ Sinh Diana Super Night Ban Đêm 42cm Gói 3 Miếng, 20.000 ₫, 9%, 22.000 ₫, 
Gillette, Bọt Cạo Râu Gillette Hương Chanh 50g, 59.000 ₫, 2%, 60.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Hàng Ngày Siêu Mỏng Không Hương 40 Miếng, 44.000 ₫, 1%, 44.500 ₫, 
Laurier, Băng Vệ Sinh Laurier Fresh&Free Siêu Mỏng Không Cánh 8M, 17.000 ₫, not available, not available, 
Listerine, Nước Súc Miệng Listerine Trà Xanh Ngừa Sâu Răng 100ml, 29.000 ₫, 6%, 31.000 ₫, 
Colgate, Bộ 4 Kem Đánh Răng Colgate Sáng Răng Từ Tinh Thể Khoáng Trắng 100gx4, 178.000 ₫, 1%, 180.000 ₫, 
Kotex, Băng Vệ Sinh Kotex Hàng Ngày Kháng Khuẩn Mỏng 40 Miếng, 30.000 ₫, 3%, 31.000 ₫, 
SBeauty, Miếng Dán Ngực Sbeauty Silicon Từ Tính Không Keo 1 Cặp, 94.000 ₫, 25%, 125.000 ₫, 
Remos, Xịt Xua Muỗi Remos Hương Khuynh Diệp Cho Bé 70ml, 61.000 ₫, 15%, 72.000 ₫, 
Closeup, Kem Đánh Răng Closeup Than Hoạt Tính Detox Trắng Răng 230g, 45.000 ₫, 12%, 51.000 ₫, 
Corine de Farme, Gel Vệ Sinh Phụ Nữ Hữu Cơ Corine de Farme Da Nhạy Cảm 250ml, 199.000 ₫, 26%, 270.000 ₫, 
Lifebuoy, Nước Rửa Tay Lifebuoy Chanh Khử Mùi Chai 180g, 34.000 ₫, 3%, 35.000 ₫, 
Bamboo Salt, Kem Đánh Răng Bamboo Salt Muối Hồng Himalaya Hoa Bạc Hà 100g, 44.000 ₫, 32%, 65.000 ₫, 
Bamboo Salt, Nước Súc Miệng Bamboo Salt Muối Hồng Himalaya Hoa Bạc Hà 320ml, 94.000 ₫, 25%, 126.000 ₫, 
P/S, Bộ 3 Bàn Chải Đánh Răng P/S Detox Sáng Răng Kháng Khuẩn, 100.000 ₫, 15%, 117.000 ₫, 
Chilly, [Mini] Dung Dịch Vệ Sinh Phụ Nữ Chilly Gel Tươi Mát 50ml, 65.000 ₫, 13%, 75.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Hằng Ngày 250ml, 168.000 ₫, 15%, 198.000 ₫, 
Marvis, Kem Đánh Răng Marvis Màu Bạc Làm Trắng Răng 85ml, 179.000 ₫, 36%, 279.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 250ml, 72.000 ₫, 1%, 73.000 ₫, 
Median, Kem Đánh Răng Median IQ 93% Trắng Răng Màu Trắng Bạc 120g, 38.000 ₫, 42%, 65.000 ₫, 
Listerine, Combo 2 Nước Súc Miệng Listerine Hơi Thở Thơm Mát 750ml/Chai, 183.000 ₫, 33%, 272.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Xanh Ombre, 650.000 ₫, 50%, 1.300.000 ₫, 
P/S, Kem Đánh Răng P/S Than Hoạt Tính Trắng Răng Tự Nhiên 230g, 37.000 ₫, 18%, 45.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Làm Dịu Da 250ml, 198.000 ₫, not available, not available, 
Diana, Băng Quần Diana Ban Đêm Size M-L 5 Cái, 79.000 ₫, 11%, 89.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Đen, 650.000 ₫, 50%, 1.300.000 ₫, 
Propolinse, Nước Súc Miệng Propolinse Pure Chiết Xuất Sáp Ong 600ml, 135.000 ₫, 43%, 235.000 ₫, 
Eucryl, Kem Đánh Răng Eucryl Làm Trắng Răng Hương Bạc Hà 62g, 49.000 ₫, 35%, 75.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 150ml, 44.000 ₫, 10%, 49.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Trắng, 650.000 ₫, 50%, 1.300.000 ₫, 
Diana, Băng Vệ Sinh Diana Cool Fresh Mát Lạnh Siêu Mỏng Cánh 20M, 43.000 ₫, 9%, 47.000 ₫, 
Bamboo Salt, Kem Đánh Răng Bamboo Salt Muối Hồng Himalaya (Tím) 285g, 160.000 ₫, 27%, 220.000 ₫, 
Remos, Xịt Xua Muỗi Remos Hương Lavender 150ml, 65.000 ₫, 2%, 66.000 ₫, 
Durex, Bao Cao Su Durex Hương Dâu Size 52mm (Hộp 3 Cái), 40.000 ₫, 13%, 46.000 ₫, 
Kotex, Băng Vệ Sinh Kotex Ban Đêm Mặt Lưới Siêu Mỏng Cánh 28cm 12 Miếng, 38.000 ₫, 18%, 46.300 ₫, 
Durex, Bao Cao Su Durex Pleasuremax Gân Gai Size 56mm (Hộp 3), 55.000 ₫, 11%, 62.000 ₫, 
Sensodyne, Bàn Chải Đánh Răng Sensodyne Làm Sạch Toàn Diện (1 Cây), 30.000 ₫, 12%, 34.000 ₫, 
Gillette, Lưỡi Dao Cạo Râu Gillette Vector Vỉ 2 Cái, 31.000 ₫, 14%, 36.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Siêu Mỏng Cánh Hương Anh Đào 22.5cm 20M, 80.000 ₫, 1%, 81.000 ₫, 
Unicharm 3D Mask, Khẩu Trang Unicharm 3D Mask Ngăn Khói Bụi Size M Gói 5 Cái, 16.000 ₫, 11%, 18.000 ₫, 
Laurier, Combo 4 Băng Vệ Sinh Laurier Hàng Ngày Không Hương 20 Miếng, 55.000 ₫, 24%, 72.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Safety Night Ban Đêm 35cm 4 Miếng, 19.000 ₫, 28%, 26.500 ₫, 
Listerine, Nước Súc Miệng Listerine Hơi Thở Thơm Mát 100ml, 30.000 ₫, 3%, 31.000 ₫, 
Diana, Băng Vệ Sinh Diana Hàng Ngày Sensi Cool Fresh Gói 20 Miếng, 17.000 ₫, 23%, 22.000 ₫, 
MegRhythm, Mặt Nạ Xông Hơi Mắt MegRhythm Hương Hoa Hồng 5 Miếng, 109.000 ₫, 22%, 140.000 ₫, 
Durex, Bao Cao Su Durex Fetherlite Ultima Siêu Mỏng Size 52mm (Hộp 3), 62.000 ₫, 14%, 72.000 ₫, 
Bamboo Salt, Kem Đánh Răng Bamboo Salt Muối Hồng Himalaya Bạc Hà Mát Lạnh 100g, 44.000 ₫, 32%, 65.000 ₫, 
Sensodyne, Bộ 2 Kem Đánh Răng Sensodyne Cool Gel 160g/Tuýp, 155.000 ₫, 18%, 190.000 ₫, 
Nerman, Combo Nerman Dung Dịch Vệ Sinh Nam Sanda Perfume + Xịt Thơm Miệng Cool Smile, 269.000 ₫, 3%, 278.000 ₫, 
Durex, Bao Cao Su Durex Kingtex Ôm Sát Bôi Trơn Size 49mm (Hộp 3), 37.000 ₫, 7%, 40.000 ₫, 
Colgate, Kem Đánh Răng Colgate Sáng Răng Từ Enzyme Tự Nhiên 100g, 46.000 ₫, 8%, 50.000 ₫, 
Sagami, Bao Cao Su Sagami White Box Gai Nhỏ - Chấm Nổi (Hộp 3), 33.000 ₫, 27%, 45.000 ₫, 
Lifebuoy, Dung Dịch Diệt Khuẩn Lifebuoy Bảo Vệ Vượt Trội 10 – 50ml, 27.000 ₫, 4%, 28.000 ₫, 
Closeup, Kem Đánh Răng Closeup Thơm Mát Bất Tận Bạc Hà The Mát 230g, 42.000 ₫, 7%, 45.000 ₫, 
Gillette, Dao Cạo Râu Gillette Blue 3 Sensitive 3 Lưỡi (4 Cây), 95.000 ₫, 10%, 105.000 ₫, 
Aquafresh, Kem Đánh Răng Aquafresh Big Teeth Cho Trẻ Từ 6 Tuổi 50ml, 37.000 ₫, 5%, 39.000 ₫, 
Bamboo Salt, Kem Đánh Răng Bamboo Salt Muối Hồng Himalaya Sáng Răng 285g, 184.000 ₫, 8%, 199.000 ₫, 
Diana, Băng Vệ Sinh Diana Siêu Thấm Cool Fresh Siêu Mỏng Cánh 8M, 22.000 ₫, 4%, 23.000 ₫, 
Laurier, Combo 4 Băng Vệ Sinh Laurier Siêu Mỏng Bảo Vệ 1mm 22.5cm 10M, 145.000 ₫, 16%, 172.000 ₫, 
Renuzit, Sáp Thơm Phòng Renuzit Hương Hoa Oải Hương 198g, 35.000 ₫, 22%, 45.000 ₫, 
P/S, Bộ 2 Bàn Chải Đánh Răng P/S Baking Soda Sạch Sâu, 44.000 ₫, 6%, 47.000 ₫, 
Nerman, Xịt Thơm Miệng Nerman 2 Hương Ice Coffee & Lemon Ice 10mlx2, 168.000 ₫, 1%, 169.000 ₫, 
Bobby, Khăn Ướt Bobby Care Có Mùi 100 Miếng, 45.000 ₫, 3%, 46.500 ₫, 
Loli & The Wolf, Bọt Cạo Lông Vùng Kín Loli & The Wolf An Toàn Nhẹ Dịu 120ml, 139.000 ₫, 18%, 169.000 ₫, 
Perioe, Kem Đánh Răng Perioe Làm Trắng Răng, 20.000 ₫, 29%, 28.000 ₫, 
Diana, Băng Vệ Sinh Diana Hàng Ngày Sensi Kháng Khuẩn Gói 20 Miếng, 14.000 ₫, 7%, 15.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Siêu Mỏng Cánh Kháng Khuẩn 30cm 6M, 39.000 ₫, not available, not available, 
Colgate, Kem Đánh Răng Colgate Sáng Răng Từ Khoáng Núi Lửa 100g, 39.000 ₫, 22%, 50.000 ₫, 
Colgate, Kem Đánh Răng Colgate Từ Than Tre Sạch Thuần Khiết 180g, 43.000 ₫, 22%, 55.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Hàng Ngày Phân Tử Bạc Khử Mùi 36 Miếng, 40.000 ₫, not available, not available, 
Agi, Khăn Ướt AGI Không Hương 100 Tờ (Gấu Nâu) (Không Quà), 42.000 ₫, 5%, 44.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Hằng Ngày 250ml, 168.000 ₫, 15%, 198.000 ₫, 
Marvis, Kem Đánh Răng Marvis Màu Bạc Làm Trắng Răng 85ml, 179.000 ₫, 36%, 279.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 250ml, 72.000 ₫, 1%, 73.000 ₫, 
Median, Kem Đánh Răng Median IQ 93% Trắng Răng Màu Trắng Bạc 120g, 38.000 ₫, 42%, 65.000 ₫, 
Listerine, Combo 2 Nước Súc Miệng Listerine Hơi Thở Thơm Mát 750ml/Chai, 183.000 ₫, 33%, 272.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Xanh Ombre, 650.000 ₫, 50%, 1.300.000 ₫, 
P/S, Kem Đánh Răng P/S Than Hoạt Tính Trắng Răng Tự Nhiên 230g, 37.000 ₫, 18%, 45.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Làm Dịu Da 250ml, 198.000 ₫, not available, not available, 
Diana, Băng Quần Diana Ban Đêm Size M-L 5 Cái, 79.000 ₫, 11%, 89.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Đen, 650.000 ₫, 50%, 1.300.000 ₫, 
Propolinse, Nước Súc Miệng Propolinse Pure Chiết Xuất Sáp Ong 600ml, 135.000 ₫, 43%, 235.000 ₫, 
Eucryl, Kem Đánh Răng Eucryl Làm Trắng Răng Hương Bạc Hà 62g, 49.000 ₫, 35%, 75.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 150ml, 44.000 ₫, 10%, 49.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Trắng, 650.000 ₫, 50%, 1.300.000 ₫, 
Diana, Băng Vệ Sinh Diana Cool Fresh Mát Lạnh Siêu Mỏng Cánh 20M, 43.000 ₫, 9%, 47.000 ₫, 
MegRhythm, Mặt Nạ Xông Hơi Mắt MegRhythm Không Hương 5 Miếng, 118.000 ₫, 16%, 140.000 ₫, 
Listerine, Nước Súc Miệng Listerine Hơi Thở Thơm Mát Không Cay 250ml, 59.000 ₫, 12%, 67.000 ₫, 
Sensodyne, [Mua 2 Tặng 1] Bàn Chải Đánh Răng Sensodyne Chăm Sóc Răng Ê Buốt, 90.000 ₫, 5%, 95.000 ₫, 
Jomi, Chỉ Nha Khoa Jomi Dental Floss Mint Hương Bạc Hà 50m, 33.000 ₫, 21%, 42.000 ₫, 
NoseWash, Dung Dịch Vệ Sinh Mũi Rohto NoseWash (Bình Thay Thế) 400ml, 59.000 ₫, 21%, 75.000 ₫, 
Closeup, Combo 3 Kem Đánh Răng Closeup Thơm Mát Tự Nhiên Dầu Quất Detox 230g, 132.000 ₫, 14%, 153.000 ₫, 
Listerine, Nước Súc Miệng Listerine Giúp Răng Trắng Sáng 250ml, 72.000 ₫, 3%, 74.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Siêu Mỏng Bảo Vệ 1mm 22.5cm 10M, 41.000 ₫, 5%, 43.000 ₫, 
P/S, Bộ 2 Nước Súc Miệng P/S Fresh Naturals Kháng Khuẩn 500mlx2, 123.000 ₫, 18%, 150.000 ₫, 
Closeup, Combo 3 Kem Đánh Răng Closeup Than Hoạt Tính Detox Trắng Răng 230g, 129.000 ₫, 16%, 153.000 ₫, 
Colgate, Bộ 2 Bàn Chải Đánh Răng Colgate Tạo Bọt Kem Siêu Mịn (Màu Ngẫu Nhiên), 75.000 ₫, 21%, 95.000 ₫, 
Colgate, Kem Đánh Răng Colgate Muối Himalaya Sáng Khỏe 180g, 43.000 ₫, 22%, 55.000 ₫, 
Pororo, Kem Đánh Răng Pororo Cho Trẻ Em Vị Đào 50g, 36.000 ₫, 20%, 45.000 ₫, 
MegRhythm, Mặt Nạ Xông Hơi Mắt MegRhythm Hương Rừng 5 Miếng, 118.000 ₫, 16%, 140.000 ₫, 
Renuzit, Sáp Thơm Phòng Renuzit Hương Phúc Bồn Tử 198g, 35.000 ₫, 22%, 45.000 ₫, 
Colgate, Combo 2 Bàn Chải Đánh Răng Colgate Mềm Mảnh Từ Than Tre, 66.000 ₫, 21%, 84.000 ₫, 
P/S, Bộ 2 Bàn Chải Đánh Răng P/S Than Bạc Kháng Khuẩn, 55.000 ₫, 5%, 58.000 ₫, 
Sensodyne, Kem Đánh Răng Sensodyne Giảm Ê Buốt & Làm Sáng Răng 100g, 97.000 ₫, 11%, 109.000 ₫, 
Agi, Khăn Ướt AGI Không Hương 100 Tờ (Cánh Cụt Xanh), 42.000 ₫, 11%, 47.000 ₫, 
Lifebuoy, Dung Dịch Diệt Khuẩn Lifebuoy Bảo Vệ Vượt Trội 10 – 330ml, 63.000 ₫, 12%, 72.000 ₫, 
Bamboo Salt, Kem Đánh Răng Bamboo Salt Muối Hồng Himalaya (Tím) 100g, 69.000 ₫, 1%, 70.000 ₫, 
Remos, Kem Chống Muỗi Rohto Remos Hương Cam 70g, 21.000 ₫, 19%, 26.000 ₫, 
Remos, Xịt Chống Muỗi Remos Hương Sả Chanh 60ml, 31.000 ₫, 16%, 37.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Fresh&Free Siêu Mỏng Cánh 8 Miếng, 19.000 ₫, not available, not available, 
Diana, Băng Vệ Sinh Diana Cool Fresh Mát Lạnh Siêu Mỏng Cánh 8M, 21.000 ₫, 5%, 22.000 ₫, 
Closeup, Kem Đánh Răng Closeup Thơm Mát Bất Tận Tinh Thể Băng Tuyết 230g, 43.000 ₫, 4%, 45.000 ₫, 
Sensodyne, Bộ 2 Kem Đánh Răng Sensodyne Gentle Whitening Làm Sáng Răng 160g/tuýp, 199.000 ₫, 7%, 215.000 ₫, 
Closeup, Kem Đánh Răng Closeup Muối Biển Detox Trắng Răng 230g, 45.000 ₫, 12%, 51.000 ₫, 
Roge Cavailles, Dung Dịch Vệ Sinh Roge Cavailles Ô Liu Dưỡng Ẩm Da 250ml, 239.000 ₫, 40%, 399.000 ₫, 
P/S, Combo 3 Kem Đánh Răng P/S Muối Hồng & Hoa Cúc Trắng Răng 230g, 128.000 ₫, 5%, 135.000 ₫, 
Closeup, Combo 3 Kem Đánh Răng Closeup Thơm Mát Bất Tận Tinh Thể Băng Tuyết 230g, 119.000 ₫, 12%, 135.000 ₫, 
Gillette, Hộp Lưỡi Dao Cạo Râu Gillette Mach3 Turbo 4 Cái, 354.000 ₫, 17%, 425.000 ₫, 
Diana, Băng Vệ Sinh Diana Super Night Ban Đêm 35cm Gói 3 Miếng, 20.000 ₫, 2%, 20.500 ₫, 
Inci Mask, Khẩu Trang Y Tế Inci Mask Kháng Khuẩn 50 Cái, 50.000 ₫, 55%, 110.000 ₫, 
Whisper, Băng Vệ Sinh Whisper Mặt Lưới Siêu Mỏng Cánh Ngày Thường 24cm 10M, 38.500 ₫, 3%, 39.500 ₫, 
Diana, Băng Vệ Sinh Diana Sensi Siêu Mỏng Không Cánh 8 Miếng, 21.000 ₫, 5%, 22.000 ₫, 
Schick, Lưỡi Dao Cạo Schick Quattro Titan 4S (Vỉ 4 Cái), 109.000 ₫, 17%, 132.000 ₫, 
Listerine, Nước Súc Miệng Listerine Cho Răng Nhạy Cảm Không Cay 250ml, 61.000 ₫, 26%, 82.000 ₫, 
Listerine, Nước Súc Miệng Listerine Trà Xanh Ngừa Sâu Răng 500ml, 91.000 ₫, 30%, 130.000 ₫, 
Laurier, Combo 4 Băng Vệ Sinh Laurier Safety Night Ban Đêm 35cm 4 Miếng, 77.000 ₫, 27%, 106.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Hằng Ngày 250ml, 168.000 ₫, 15%, 198.000 ₫, 
Marvis, Kem Đánh Răng Marvis Màu Bạc Làm Trắng Răng 85ml, 179.000 ₫, 36%, 279.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 250ml, 72.000 ₫, 1%, 73.000 ₫, 
Median, Kem Đánh Răng Median IQ 93% Trắng Răng Màu Trắng Bạc 120g, 38.000 ₫, 42%, 65.000 ₫, 
Listerine, Combo 2 Nước Súc Miệng Listerine Hơi Thở Thơm Mát 750ml/Chai, 183.000 ₫, 33%, 272.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Xanh Ombre, 650.000 ₫, 50%, 1.300.000 ₫, 
P/S, Kem Đánh Răng P/S Than Hoạt Tính Trắng Răng Tự Nhiên 230g, 37.000 ₫, 18%, 45.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Làm Dịu Da 250ml, 198.000 ₫, not available, not available, 
Diana, Băng Quần Diana Ban Đêm Size M-L 5 Cái, 79.000 ₫, 11%, 89.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Đen, 650.000 ₫, 50%, 1.300.000 ₫, 
Propolinse, Nước Súc Miệng Propolinse Pure Chiết Xuất Sáp Ong 600ml, 135.000 ₫, 43%, 235.000 ₫, 
Eucryl, Kem Đánh Răng Eucryl Làm Trắng Răng Hương Bạc Hà 62g, 49.000 ₫, 35%, 75.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 150ml, 44.000 ₫, 10%, 49.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Trắng, 650.000 ₫, 50%, 1.300.000 ₫, 
Diana, Băng Vệ Sinh Diana Cool Fresh Mát Lạnh Siêu Mỏng Cánh 20M, 43.000 ₫, 9%, 47.000 ₫, 
Loli & The Wolf, Dung Dịch Vệ Sinh Phụ Nữ Loli And The Wolf Hương Đào 100ml, 90.000 ₫, 17%, 109.000 ₫, 
Febreze, Xịt Thơm Phòng Febreze Hương Linen & Sky 250g, 126.000 ₫, 21%, 160.000 ₫, 
