NSX, Description, New Price, Discount percent, Old Price, 
Lifebuoy, Combo 2 Nước Rửa Tay Lifebuoy Bạc Bảo Vệ Dạng Túi 400g, 103.000 ₫, 13%, 118.000 ₫, 
Sensodyne, Bàn Chải Đánh Răng Sensodyne Làm Sạch Sâu Kẽ Răng (1 Cây), 38.000 ₫, 14%, 44.000 ₫, 
Closeup, Kem Đánh Răng Closeup Lửa Băng Cho Hơi Thở Thơm Mát 230g, 43.000 ₫, 4%, 45.000 ₫, 
Durex, Bao Cao Su Durex Fetherlite Siêu Mỏng Size 52.5mm (Hộp 3), 52.000 ₫, 16%, 62.000 ₫, 
Gillette, Dao Cạo Gillette Blue II Plus Cán Xanh (2 Cây), 17.000 ₫, 6%, 18.000 ₫, 
Closeup, Combo 3 Kem Đánh Răng Closeup Khoáng Đất Sét Detox 230g, 118.000 ₫, 23%, 153.000 ₫, 
P/S, Kem Đánh Răng P/S Trà Xanh Thanh Nhiệt Tự Nhiên 230g, 42.000 ₫, 2%, 43.000 ₫, 
Colgate, Combo 2 Kem Đánh Răng Colgate Sáng Răng Từ Tinh Thể Khoáng Trắng 100g, 84.000 ₫, 7%, 90.000 ₫, 
Colgate, Kem Đánh Răng Colgate Maxfresh Hương Đào Mát Lạnh 225g + Bàn Chải Lông Tơ, 48.000 ₫, 4%, 50.000 ₫, 
Sofy, Băng Vệ Sinh Sofy Organic Siêu Mỏng Có Cánh 23cm 8 Miếng, 41.000 ₫, 2%, 42.000 ₫, 
Propolinse, Nước Súc Miệng Propolinse Green Tea Từ Trà Xanh 600ml, 189.000 ₫, 30%, 270.000 ₫, 
Sensodyne, Bộ 4 Kem Đánh Răng Sensodyne Fresh Mint Bạc Hà The Mát 160g/tuýp, 282.000 ₫, 1%, 285.000 ₫, 
MegRhythm, Combo 2 Hộp Mặt Nạ Xông Hơi Mắt Megrhythm Oải Hương + Tặng 1 Hộp Miếng Dán Xông Hơi Goodnight Không Hương, 279.000 ₫, 34%, 420.000 ₫, 
Listerine, Nước Súc Miệng Listerine Hơi Thở Thơm Mát 250mlx2, 113.000 ₫, 3%, 116.000 ₫, 
Guard Halo, Kem Đánh Răng Guard Halo Ngừa Sâu Răng 165g, 46.000 ₫, 21%, 58.000 ₫, 
Diana, Băng Vệ Sinh Diana Sensi Siêu Mỏng Cánh Gói 8 Miếng, 21.000 ₫, 9%, 23.000 ₫, 
Colgate, Kem Đánh Răng Colgate Maxfresh Hương Bạc Hà 225g + Bàn Chải Lông Tơ, 42.000 ₫, 16%, 50.000 ₫, 
Sensodyne, Kem Đánh Răng Sensodyne Fresh Mint Bạc Hà The Mát 100g, 60.000 ₫, not available, not available, 
Colgate, Bộ 2 Bàn Chải Đánh Răng Colgate Gentle Comfort Clean (Màu Sắc Ngẫu Nhiên), 94.000 ₫, 24%, 123.000 ₫, 
Sensodyne, Kem Đánh Răng Sensodyne Cool Gel Mát Lạnh, 60.000 ₫, not available, not available, 
Cocoon, Nước Rửa Tay Khô Cocoon Khuynh Diệp & Bạc Hà 140ml, 67.000 ₫, 11%, 75.000 ₫, 
Pororo, Kem Đánh Răng Pororo Cho Trẻ Em Vị Chuối 50g, 36.000 ₫, 20%, 45.000 ₫, 
MAYAN, Khẩu Trang MAYAN 3D Pm2.5 Medi 5 Cái (Màu Ngẫu Nhiên), 21.000 ₫, not available, not available, 
Renuzit, Sáp Thơm Phòng Renuzit Hương Hoa Sen 198g, 35.000 ₫, 22%, 45.000 ₫, 
Sensodyne, Kem Đánh Răng Sensodyne Deep Clean Làm Sạch Sâu 160g, 105.000 ₫, 2%, 107.500 ₫, 
Listerine, Nước Súc Miệng Listerine Cho Nướu Chắc Khỏe Không Cay 250ml, 49.000 ₫, 27%, 67.000 ₫, 
Closeup, Kem Đánh Răng Closeup Acai Berry Detox Trắng Răng 230g, 47.000 ₫, 8%, 51.000 ₫, 
P/S, Kem Đánh Răng P/S Giảm Ê Buốt Sau 30S - Trắng Răng 100g, 43.000 ₫, 22%, 55.000 ₫, 
Closeup, Kem Đánh Răng Closeup Thơm Mát Tự Nhiên Dầu Quất Detox 230g, 43.000 ₫, 16%, 51.000 ₫, 
Listerine, Nước Súc Miệng Listerine Ngăn Ngừa Mảng Bám 750ml, 132.000 ₫, 24%, 173.000 ₫, 
Unicharm 3D Mask, Khẩu Trang Unicharm 3D Mask Ngăn Virus Size L Gói 5 Cái, 27.000 ₫, 4%, 28.000 ₫, 
Diana, Băng Vệ Sinh Diana Super Night Ban Đêm 29cm Gói 4 Miếng, 17.000 ₫, 9%, 18.700 ₫, 
Durex, Bao Cao Su Durex Hương Socola Size 52mm (Hộp 3 Cái), 40.000 ₫, 13%, 46.000 ₫, 
Colgate, Combo 2 Bàn Chải Đánh Răng Colgate Mềm Mảnh Sạch Toàn Diện, 63.000 ₫, 25%, 84.000 ₫, 
Sensodyne, Bàn Chải Đánh Răng Sensodyne Dành Cho Răng Ê Buốt & Vấn Đề Về Nướu (1 Cây), 63.000 ₫, 7%, 68.000 ₫, 
Febreze, Xịt Thơm Phòng Febreze Hương Mediterranean Lavender 250g, 126.000 ₫, 21%, 160.000 ₫, 
P/S, Bộ 2 Nước Súc Miệng P/S Pro Complete Kháng Khuẩn 500ml, 126.000 ₫, 16%, 150.000 ₫, 
MegRhythm, Combo MegRhythm 2 Hộp Mặt Xông Hơi Mắt (Hương Rừng) + Tặng 1 Hộp Miếng Dán Xông Hơi Vùng Bụng, 248.000 ₫, 41%, 420.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Hằng Ngày 250ml, 168.000 ₫, 15%, 198.000 ₫, 
Marvis, Kem Đánh Răng Marvis Màu Bạc Làm Trắng Răng 85ml, 179.000 ₫, 36%, 279.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 250ml, 72.000 ₫, 1%, 73.000 ₫, 
Median, Kem Đánh Răng Median IQ 93% Trắng Răng Màu Trắng Bạc 120g, 38.000 ₫, 42%, 65.000 ₫, 
Listerine, Combo 2 Nước Súc Miệng Listerine Hơi Thở Thơm Mát 750ml/Chai, 183.000 ₫, 33%, 272.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Xanh Ombre, 650.000 ₫, 50%, 1.300.000 ₫, 
P/S, Kem Đánh Răng P/S Than Hoạt Tính Trắng Răng Tự Nhiên 230g, 37.000 ₫, 18%, 45.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Làm Dịu Da 250ml, 198.000 ₫, not available, not available, 
Diana, Băng Quần Diana Ban Đêm Size M-L 5 Cái, 79.000 ₫, 11%, 89.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Đen, 650.000 ₫, 50%, 1.300.000 ₫, 
Propolinse, Nước Súc Miệng Propolinse Pure Chiết Xuất Sáp Ong 600ml, 135.000 ₫, 43%, 235.000 ₫, 
Eucryl, Kem Đánh Răng Eucryl Làm Trắng Răng Hương Bạc Hà 62g, 49.000 ₫, 35%, 75.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 150ml, 44.000 ₫, 10%, 49.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Trắng, 650.000 ₫, 50%, 1.300.000 ₫, 
Diana, Băng Vệ Sinh Diana Cool Fresh Mát Lạnh Siêu Mỏng Cánh 20M, 43.000 ₫, 9%, 47.000 ₫, 
Renuzit, Sáp Thơm Phòng Renuzit Hương Vani & Hạnh Nhân 198g, 35.000 ₫, 22%, 45.000 ₫, 
Nerman, Xịt Thơm Miệng Nerman Caramel 10ml, 62.000 ₫, 10%, 69.000 ₫, 
Colgate, Bàn Chải Điện Colgate Minion Dành Cho Trẻ Em (1 Cây Màu Ngẫu Nhiên), 239.000 ₫, 20%, 299.000 ₫, 
Roge Cavailles, Dung Dịch Vệ Sinh Roge Cavailles Bạc Hà Thơm Mát 250ml, 239.000 ₫, 40%, 399.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Siêu Mỏng Mát Lạnh 22.5cm 8M, 43.000 ₫, not available, not available, 
Aquafresh, Kem Đánh Răng Aquafresh Cho Trẻ Em Từ 3-5 Tuổi 50ml, 36.000 ₫, not available, not available, 
Laurier, Băng Vệ Sinh Laurier Safety Night Ban Đêm 40cm 4 Miếng, 29.000 ₫, 5%, 30.500 ₫, 
Colgate, Combo 2 Bàn Chải Đánh Răng Colgate Siêu Mảnh Chăm Sóc Nướu, 58.000 ₫, 22%, 74.000 ₫, 
Kotex, Băng Vệ Sinh Kotex Hoa Anh Đào Siêu Mỏng Cánh 23cm 8 Miếng, 22.000 ₫, 4%, 23.000 ₫, 
Pororo, Kem Đánh Răng Pororo Cho Trẻ Em Vị Nho 50g, 36.000 ₫, 20%, 45.000 ₫, 
Kotex, Băng Vệ Sinh Kotex Hằng Ngày Thảo Dược Cool 20 Miếng, 19.000 ₫, 10%, 21.000 ₫, 
SBeauty, Miếng Dán Ngực Sbeauty Nhạy Áp Sinh Học 1 Cặp, 152.000 ₫, 20%, 189.000 ₫, 
Closeup, Combo 3 Bàn Chải Đánh Răng Closeup Siêu Mềm Mảnh, 111.000 ₫, 18%, 135.000 ₫, 
Sofy, Băng Vệ Sinh Sofy Skin Comfort Đêm Siêu Mỏng Cánh 29cm 15M, 89.000 ₫, not available, not available, 
Diana, Băng Vệ Sinh Diana Siêu Thấm Maxi Dày Cánh Gói 8 Miếng, 21.000 ₫, 5%, 22.000 ₫, 
Remos, Kem Chống Muỗi Rohto Remos Sả Chanh 70g, 21.000 ₫, 19%, 26.000 ₫, 
Sensodyne, Kem Đánh Răng Sensodyne Deep Clean Làm Sạch Sâu 100g, 73.000 ₫, 1%, 74.000 ₫, 
Kotex, Băng Vệ Sinh Kotex Hàng Ngày Kháng Khuẩn Mỏng 20 Miếng, 16.000 ₫, 6%, 17.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Siêu Mỏng Mát Lạnh 25cm 7M, 42.000 ₫, not available, not available, 
Laurier, Băng Vệ Sinh Laurier Hàng Ngày Hương Trái Cây 40 Miếng, 35.000 ₫, not available, not available, 
Sensodyne, Kem Đánh Răng Sensodyne Rapid Action Giảm Ê Buốt Nhanh 100g, 98.000 ₫, 10%, 108.900 ₫, 
Remos, Kem Chống Muỗi Rohto Remos Hương Lavender 70g, 21.000 ₫, 19%, 26.000 ₫, 
MegRhythm, Miếng Dán Xông Hơi MegRhythm Good-Night Oải Hương 5 Miếng, 132.000 ₫, 6%, 140.000 ₫, 
Dental Clinic 2080, Kem Đánh Răng Dental Clinic 2080 Hương Dâu Cho Trẻ Em 80g, 28.000 ₫, not available, not available, 
Laurier, Combo 4 Băng Vệ Sinh Laurier Hàng Ngày Hương Trái Cây 20 Miếng, 56.000 ₫, 22%, 72.000 ₫, 
Closeup, Combo 3 Kem Đánh Răng Closeup Muối Biển Detox Trắng Răng 230g, 133.000 ₫, 13%, 153.000 ₫, 
Agi, Khăn Ướt AGI Không Hương 100 Tờ (Vịt Vàng), 42.000 ₫, 11%, 47.000 ₫, 
Sensodyne, Bộ 2 Kem Đánh Răng Sensodyne Cool Gel 100g, 126.000 ₫, 28%, 176.000 ₫, 
Remos, Combo Xịt Và Kem Chống Muỗi Remos Hương Lavender & Khuynh Diệp, 75.000 ₫, 15%, 88.000 ₫, 
P/S, Bộ 3 Kem Đánh Răng P/S Giảm Ê Buốt Bạc Hà Thơm Mát 100g, 148.000 ₫, 10%, 165.000 ₫, 
Diana, Băng Vệ Sinh Diana Siêu Thấm Cool Fresh Không Cánh 8 Miếng, 19.000 ₫, 5%, 20.000 ₫, 
Diana, Băng Vệ Sinh Diana Siêu Mỏng Không Cánh Gói 8 Miếng, 20.000 ₫, 5%, 21.000 ₫, 
Eucryl, Combo 2 Bột Làm Trắng Răng Eucryl Hương Bạc Hà 50g, 98.000 ₫, 35%, 150.000 ₫, 
Closeup, Combo 3 Kem Đánh Răng Closeup Acai Berry Detox 230g, 118.000 ₫, 23%, 153.000 ₫, 
MAYAN, Khẩu Trang Mayan 3D Pm2.5 Kids++ 5 Cái (Màu Ngẫu Nhiên), 22.000 ₫, 21%, 28.000 ₫, 
Closeup, Combo 3 Kem Đánh Răng Closeup Thơm Mát Bất Tận Bạc Hà The Mát 230g, 118.000 ₫, 13%, 135.000 ₫, 
Renuzit, Sáp Thơm Phòng Renuzit Hương Táo & Quế 198g, 35.000 ₫, 22%, 45.000 ₫, 
P/S, Combo 2 Nước Súc Miệng P/S Active Defense Kháng Khuẩn 500ml, 174.000 ₫, 17%, 210.000 ₫, 
Bamboo Salt, Bàn Chải Đánh Răng Bamboo Salt In Mom Chăm Sóc Nướu (1 Cây), 41.000 ₫, 9%, 45.000 ₫, 
Gillette, Lưỡi Dao Cạo Râu Gillette Mach3 Sensitive Vỉ 4 Cái, 334.000 ₫, not available, 335.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Hằng Ngày 250ml, 168.000 ₫, 15%, 198.000 ₫, 
Marvis, Kem Đánh Răng Marvis Màu Bạc Làm Trắng Răng 85ml, 179.000 ₫, 36%, 279.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 250ml, 72.000 ₫, 1%, 73.000 ₫, 
Median, Kem Đánh Răng Median IQ 93% Trắng Răng Màu Trắng Bạc 120g, 38.000 ₫, 42%, 65.000 ₫, 
Listerine, Combo 2 Nước Súc Miệng Listerine Hơi Thở Thơm Mát 750ml/Chai, 183.000 ₫, 33%, 272.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Xanh Ombre, 650.000 ₫, 50%, 1.300.000 ₫, 
P/S, Kem Đánh Răng P/S Than Hoạt Tính Trắng Răng Tự Nhiên 230g, 37.000 ₫, 18%, 45.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Làm Dịu Da 250ml, 198.000 ₫, not available, not available, 
Diana, Băng Quần Diana Ban Đêm Size M-L 5 Cái, 79.000 ₫, 11%, 89.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Đen, 650.000 ₫, 50%, 1.300.000 ₫, 
Propolinse, Nước Súc Miệng Propolinse Pure Chiết Xuất Sáp Ong 600ml, 135.000 ₫, 43%, 235.000 ₫, 
Eucryl, Kem Đánh Răng Eucryl Làm Trắng Răng Hương Bạc Hà 62g, 49.000 ₫, 35%, 75.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 150ml, 44.000 ₫, 10%, 49.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Trắng, 650.000 ₫, 50%, 1.300.000 ₫, 
Diana, Băng Vệ Sinh Diana Cool Fresh Mát Lạnh Siêu Mỏng Cánh 20M, 43.000 ₫, 9%, 47.000 ₫, 
Unicharm 3D Mask, Khẩu Trang Unicharm 3D Mask Ngăn Virus Size M Gói 5 Cái, 23.000 ₫, 15%, 27.000 ₫, 
Unicharm 3D Mask, Khẩu Trang Unicharm 3D Mask Ngăn Bụi Mịn Cho Bé Gói 5 Cái, 23.000 ₫, 4%, 24.000 ₫, 
Diana, Băng Vệ Sinh Diana Hàng Ngày Sensi Compact Gói 20 Miếng, 15.000 ₫, 9%, 16.500 ₫, 
P/S, Bàn Chải Đánh Răng P/S Muối Tre (Bộ 3 Cây), 45.000 ₫, 29%, 63.000 ₫, 
Remos, Xịt Xua Muỗi Remos Hương Lavender 70ml, 33.000 ₫, 15%, 39.000 ₫, 
Colgate, Combo 2 Bàn Chải Đánh Răng Colgate Lông Chải Xoắn Kép Phủ Than, 59.000 ₫, 20%, 74.000 ₫, 
Kleannara, Khăn Ướt Đa Năng Kleannara Tinh Chất Bạc Hà 30 Tờ, 21.000 ₫, 5%, 22.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Siêu Mỏng Cánh Kháng Khuẩn 22.5cm 8M, 41.000 ₫, 5%, 43.000 ₫, 
MegRhythm, Combo 2 Hộp Mặt Nạ Xông Hơi Mắt Megrhythm Hoa Hồng + Tặng 1 Hộp Miếng Dán Xông Hơi Goodnight Không Hương, 279.000 ₫, 34%, 420.000 ₫, 
Kotex, Băng Vệ Sinh Kotex Khô Thoáng Maxi Dày Cánh 23cm 8 Miếng, 21.000 ₫, 5%, 22.000 ₫, 
Sensodyne, Bàn Chải Đánh Răng Sensodyne Chăm Sóc Răng Ê Buốt (1 Cây), 46.000 ₫, not available, not available, 
Laurier, Băng Vệ Sinh Laurier Hàng Ngày Không Hương 20 Miếng, 19.000 ₫, 3%, 19.500 ₫, 
SBeauty, Miếng Dán Ngực Sbeauty Silicon Mỏng Nhẹ Có Keo 1 Cặp, 54.000 ₫, 32%, 79.000 ₫, 
Remos, Combo Xịt Chống Muỗi Remos Hương Lavender & Khuynh Diệp 2x60ml, 90.000 ₫, 15%, 106.000 ₫, 
Remos, Xịt Xua Muỗi Remos Hương Sả Chanh 70ml, 33.000 ₫, 15%, 39.000 ₫, 
Listerine, Nước Súc Miệng Listerine Hơi Thở Thơm Mát Không Cay 100ml, 29.000 ₫, 6%, 31.000 ₫, 
Bamboo Salt, Bàn Chải Đánh Răng Bamboo Salt Chăm Sóc Răng Ê Buốt (1 Cây), 41.000 ₫, 9%, 45.000 ₫, 
Colgate, Kem Đánh Răng Colgate Maxfresh Hương Trà Xanh 225g + Bàn Chải Lông Tơ, 42.000 ₫, 16%, 50.000 ₫, 
Perioe, Kem Đánh Răng Perioe Ngăn Ngừa Sâu Răng 180g, 42.000 ₫, 24%, 55.000 ₫, 
Hasaki, Khẩu Trang Vải Hasaki 3D 4 Lớp (Không Van - Màu Trắng - Size M), 25.000 ₫, not available, not available, 
P/S, Combo 3 Kem Đánh Răng P/S Baking Soda & Hương Thảo Trắng Răng 230g, 130.000 ₫, 4%, 135.000 ₫, 
Sensodyne, Kem Đánh Răng Sensodyne Cool Gel Mát Lạnh, 75.000 ₫, 21%, 95.000 ₫, 
Renuzit, Sáp Thơm Phòng Renuzit Hương Cam Chanh 198g, 35.000 ₫, 22%, 45.000 ₫, 
Listerine, Nước Súc Miệng Listerine Hơi Thở Thơm Mát 500ml, 122.000 ₫, 1%, 123.000 ₫, 
Wakamono, Khẩu Trang Y Tế Wakamono 4 Lớp 10 Cái/ Hộp (Màu Ngẫu Nhiên), 39.000 ₫, 13%, 45.000 ₫, 
Remos, Xịt Chống Muỗi Remos Cho Bé Hương Khuynh Diệp 60ml, 58.000 ₫, 16%, 69.000 ₫, 
Kotex, Băng Vệ Sinh Kotex Khô Thoáng Siêu Mỏng Cánh 23cm 8 Miếng, 21.000 ₫, 5%, 22.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Hàng Ngày Phân Tử Bạc Khử Mùi 18 Miếng, 20.000 ₫, 2%, 20.500 ₫, 
Bobby, Khăn Ướt Bobby Không Mùi Hương 100 Miếng, 45.000 ₫, 3%, 46.500 ₫, 
P/S, Combo 3 Kem Đánh Răng P/S Trà Xanh Thanh Nhiệt Tự Nhiên 230g, 113.000 ₫, 12%, 129.000 ₫, 
Laurier, Combo 2 Gói Băng Vệ Sinh Laurier Tiện Lợi Cho Ban Ngày, 109.000 ₫, 6%, 116.000 ₫, 
Listerine, Nước Súc Miệng Listerine Ngăn Ngừa Mảng Bám 250ml, 72.000 ₫, 3%, 74.000 ₫, 
Renuzit, Sáp Thơm Phòng Renuzit Hương Pure Breeze 198g, 35.000 ₫, 22%, 45.000 ₫, 
Renuzit, Sáp Thơm Phòng Renuzit Hương Hawaiian Sunset 198g, 35.000 ₫, 22%, 45.000 ₫, 
Unicharm 3D Mask, Combo 2 Gói Khẩu Trang Unicharm 3D Mask Superfit Ngăn Khói Bụi 5 Miếng + Tặng 1 Khẩu Trang Ngăn Bụi Mịn & Virus, 34.000 ₫, 6%, 36.000 ₫, 
P/S, Kem Đánh Răng P/S Giảm Ê Buốt Sau 30S - Bạc Hà Thơm Mát 100g, 43.000 ₫, 22%, 55.000 ₫, 
Gillette, Hộp Lưỡi Dao Cạo Râu Gillette Mach3 Turbo 2 Cái, 197.000 ₫, 12%, 225.000 ₫, 
P/S, Nước Súc Miệng P/S Active Defense Kháng Khuẩn 500ml, 87.000 ₫, 17%, 105.000 ₫, 
KAI, Set 5 Dao Cạo Râu KAI 2 Lưỡi Kép (Màu Đen), 32.500 ₫, not available, not available, 
Sofy, Băng Vệ Sinh Sofy Sports Mỏng Cánh 26cm 19 Miếng, 96.000 ₫, 1%, 97.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Hằng Ngày 250ml, 168.000 ₫, 15%, 198.000 ₫, 
Marvis, Kem Đánh Răng Marvis Màu Bạc Làm Trắng Răng 85ml, 179.000 ₫, 36%, 279.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 250ml, 72.000 ₫, 1%, 73.000 ₫, 
Median, Kem Đánh Răng Median IQ 93% Trắng Răng Màu Trắng Bạc 120g, 38.000 ₫, 42%, 65.000 ₫, 
Listerine, Combo 2 Nước Súc Miệng Listerine Hơi Thở Thơm Mát 750ml/Chai, 183.000 ₫, 33%, 272.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Xanh Ombre, 650.000 ₫, 50%, 1.300.000 ₫, 
P/S, Kem Đánh Răng P/S Than Hoạt Tính Trắng Răng Tự Nhiên 230g, 37.000 ₫, 18%, 45.000 ₫, 
Femfresh, Dung Dịch Vệ Sinh Phụ Nữ Femfresh Cao Cấp Làm Dịu Da 250ml, 198.000 ₫, not available, not available, 
Diana, Băng Quần Diana Ban Đêm Size M-L 5 Cái, 79.000 ₫, 11%, 89.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Đen, 650.000 ₫, 50%, 1.300.000 ₫, 
Propolinse, Nước Súc Miệng Propolinse Pure Chiết Xuất Sáp Ong 600ml, 135.000 ₫, 43%, 235.000 ₫, 
Eucryl, Kem Đánh Răng Eucryl Làm Trắng Răng Hương Bạc Hà 62g, 49.000 ₫, 35%, 75.000 ₫, 
Lactacyd, Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngăn Mùi 24H 150ml, 44.000 ₫, 10%, 49.000 ₫, 
P/S, Bàn Chải Điện P/S S100 Pro Công Nghệ Sóng Âm Màu Trắng, 650.000 ₫, 50%, 1.300.000 ₫, 
Diana, Băng Vệ Sinh Diana Cool Fresh Mát Lạnh Siêu Mỏng Cánh 20M, 43.000 ₫, 9%, 47.000 ₫, 
Kotex, Băng Vệ Sinh Kotex Hoa Anh Đào Siêu Mỏng Không Cánh 23cm 8M, 21.000 ₫, 5%, 22.000 ₫, 
Closeup, Kem Đánh Răng Closeup Khoáng Đất Sét Detox Trắng Răng 230g, 47.000 ₫, 8%, 51.000 ₫, 
Remos, Xịt Chống Muỗi Remos Hương Lavender 150ml, 62.000 ₫, 3%, 64.000 ₫, 
Sensodyne, Bộ 2 Bàn Chải Đánh Răng Sensodyne Dành Cho Răng Ê Buốt, 36.000 ₫, 8%, 39.000 ₫, 
Aquafresh, Bàn Chải Đánh Răng Aquafresh Big Teeth Cho Trẻ Từ 6-8 Tuổi, 45.000 ₫, 5%, 47.500 ₫, 
Nexcare, Khẩu Trang 3M KN95 9513 Chống Bụi Kháng Khuẩn Màu Đen 1 Cái, 29.000 ₫, 1%, 29.200 ₫, 
Sofy, Băng Vệ Sinh Sofy Skin Comfort Đêm Siêu Mỏng Cánh 29cm 8M, 42.000 ₫, 24%, 55.228 ₫, 
Schick, Lưỡi Dao Cạo Schick Xtreme3 4S Sub Zero (Vỉ 4 Cái), 54.000 ₫, 18%, 66.000 ₫, 
Remos, Kem Chống Muỗi Remos Cho Bé Hương Khuynh Diệp 70g, 52.000 ₫, 2%, 53.000 ₫, 
Kleannara, Khăn Ướt Đa Năng Kleannara 5 Tinh Chất Có Nắp 100 Tờ, 51.000 ₫, 2%, 52.000 ₫, 
Innerb, Khẩu Trang Vải Kháng Khuẩn InnerB, 30.000 ₫, not available, not available, 
Laurier, Combo 4 Băng Vệ Sinh Laurier Siêu Mỏng Cánh Kháng Khuẩn 22.5cm 8M, 146.000 ₫, 15%, 172.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Hàng Ngày Siêu Mỏng Hương Hoa 20 Miếng, 19.000 ₫, 3%, 19.500 ₫, 
Ngọc Châu, Kem Đánh Răng Dược Liệu Ngọc Châu Truyền Thống 170g, 71.000 ₫, not available, not available, 
MegRhythm, Mặt Nạ Xông Hơi Mắt Megrhythm Hương Hoa Hồng Sanrio 5 Miếng, 139.000 ₫, 1%, 140.000 ₫, 
Colgate, Hộp Đôi Kem Đánh Răng Colgate Maxfresh Hương Bạc Hà 175gx2, 69.000 ₫, not available, not available, 
Colgate, Kem Đánh Răng Colgate Maxfresh Tinh Chất Than Tre 225g + Bàn Chải Lông Tơ, 48.000 ₫, 4%, 50.000 ₫, 
Aquafresh, Bàn Chải Đánh Răng Aquafresh Cho Trẻ Em Từ 3-5 Tuổi, 44.000 ₫, 4%, 46.000 ₫, 
Schick, Dao Cạo Schick Exacta2 Sensitive Dùng Một Lần 7 Cây, 44.000 ₫, 17%, 53.000 ₫, 
Laurier, Combo 4 Băng Vệ Sinh Laurier Hàng Ngày Phân Tử Bạc Khử Mùi 18 Miếng, 59.000 ₫, 22%, 76.000 ₫, 
Sofy, Băng Vệ Sinh Sofy Skin Comfort Mỏng Cánh 23cm 8 Miếng, 32.000 ₫, 23%, 41.758 ₫, 
Febreze, Xịt Thơm Phòng Febreze Hương Hawaiian Aloha 250g, 126.000 ₫, 21%, 160.000 ₫, 
Diana, Băng Vệ Sinh Diana Siêu Thấm Siêu Mỏng Cánh 29cm 6 Miếng, 21.000 ₫, 5%, 22.000 ₫, 
Bioré, Xịt Diệt Khuẩn Bioré Guard Phun Sương Siêu Mịn 150ml, 40.000 ₫, 31%, 58.000 ₫, 
Kotex, Băng Vệ Sinh Kotex Ban Đêm Mặt Bông Siêu Mỏng Cánh 35cm 3 Miếng, 19.000 ₫, 5%, 20.000 ₫, 
Sofy, Băng Vệ Sinh Sofy Cooling Fresh Siêu Mỏng Cánh 23cm 8 Miếng, 38.000 ₫, 24%, 49.840 ₫, 
Colgate, Combo 2 Kem Đánh Răng Colgate Từ Than Tre Sáng Răng 175g, 57.000 ₫, 17%, 69.000 ₫, 
Laurier, Combo 3 Băng Vệ Sinh Laurier Fresh&Free Siêu Mỏng Cánh 20M, 107.000 ₫, 9%, 117.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Happy Skin Siêu Mỏng Ban Ngày 22.5cm 20M, 112.000 ₫, 3%, 115.000 ₫, 
P/S, Bàn Chải Đánh Răng P/S Muối Đá Himalaya Tự Nhiên (1 Cây), 28.000 ₫, 10%, 31.000 ₫, 
Laurier, Băng Vệ Sinh Laurier Hàng Ngày Hương Trái Cây 20 Miếng, 19.000 ₫, 3%, 19.500 ₫, 
Oral-B, Bàn Chải Đánh Răng Oral-B Pro Gum Care Siêu Mềm 1 Cây, 35.000 ₫, not available, not available, 
Remos, Xịt Chống Muỗi Remos Hương Lavender 60ml, 35.000 ₫, 3%, 36.000 ₫, 
ELIS, Băng Vệ Sinh Elis Sensitive Care RP 30 cm (12 Miếng/Gói), 50.000 ₫, not available, not available, 
