NSX, Description, New Price, Discount percent, Old Price, 
Hotosu, Combo 2 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 50.000 ₫, 29%, 70.000 ₫, 
Hotosu, Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 25.000 ₫, 29%, 35.000 ₫, 
DHC, Son Dưỡng Môi DHC Không Màu Hỗ Trợ Giảm Thâm Môi 1.5g, 159.000 ₫, 20%, 199.000 ₫, 
Laneige, Phấn Nước Laneige Cho Lớp Nền Mịn Lì 24H #21N 15g, 619.000 ₫, 2%, 630.000 ₫, 
Ipek Klasik, Combo 4 Bông Tẩy Trang Ipek 150 Miếng, 111.000 ₫, 44%, 200.000 ₫, 
Vaseline, Sáp Dưỡng Môi Vaseline Hồng Xinh 7g, 55.000 ₫, 33%, 82.000 ₫, 
innisfree, Phấn Phủ innisfree Kiềm Dầu Dạng Bột Khoáng 5g (Mới 2023), 121.000 ₫, 33%, 180.000 ₫, 
Mihoo, Bông Tẩy Trang Mihoo Kokimi Bông Vuông Túi 240 Miếng, 47.000 ₫, 15%, 55.000 ₫, 
Laneige, Phấn Nước Laneige Cho Lớp Nền Căng Bóng Tự Nhiên 24H #21N 15g, 534.000 ₫, 15%, 630.000 ₫, 
Black Rouge, Son Kem Lì Black Rouge A12 Dashed Brown Nâu Gạch 4.5g, 164.000 ₫, 45%, 298.000 ₫, 
Silcot, Combo 3 Bông Tẩy Trang Silcot Cơ Bản 82 Miếng/Hộp, 100.000 ₫, 15%, 117.000 ₫, 
Hotosu, Combo 5 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 125.000 ₫, 29%, 175.000 ₫, 
Ipek Klasik, Bông Tẩy Trang Ipek 150 Miếng, 27.000 ₫, 37%, 43.000 ₫, 
Silcot, Bông Tẩy Trang Silcot Cơ Bản Hộp 82 Miếng, 32.000 ₫, 27%, 44.000 ₫, 
Browit, Chuốt Mi Browit Kéo Dài Và Cong Mi Dạng Đầu Lược 5.5g, 99.000 ₫, 34%, 149.000 ₫, 
3CE, Bảng Phấn Mắt 3CE Multi Eye Color - Dry Bouquet 8.5g, 624.000 ₫, 20%, 780.000 ₫, 
australis, Son Dưỡng Có Màu Australis Cấp Ẩm Màu #Rich 1.4g, 176.000 ₫, 20%, 220.000 ₫, 
VACOSI, Bút Kẻ Sợi Mày Tatoo Vacosi 04 Gray Brown 3g, 97.000 ₫, 13%, 112.000 ₫, 
Silkygirl, Chì Kẻ Mắt Silkygirl Màu Nâu 02 Black Brown 0.28g, 101.000 ₫, 20%, 126.000 ₫, 
Glamrr Q, Son Kem Lì Glamrr Q 08 Take A Sip - Đỏ Rượu Vang 5g, 175.000 ₫, 30%, 250.000 ₫, 
Maybelline, Son Kem Lì Maybelline 16h Lâu Trôi #117 Đỏ Gạch 5ml, 209.000 ₫, 19%, 258.000 ₫, 
3CE, Son Thỏi 3CE Mịn Lì 909 Smoked Rose - Đỏ Gạch 3.5g, 304.000 ₫, 20%, 380.000 ₫, 
VACOSI, Nhíp Đầu Xéo Vacosi T02, 34.000 ₫, 15%, 40.000 ₫, 
Trim, Bấm Móng Tay Hiệu TRIM Cao Cấp - Bấm Lớn, 45.000 ₫, 4%, 47.000 ₫, 
Silkygirl, Má Hồng Silkygirl Dạng Thỏi Màu Hồng Đào 01 Peach 4g, 187.000 ₫, 1%, 188.000 ₫, 
VACOSI, Bông Phấn Khô Vacosi Tròn Trung BP08 (1 Cái), 18.000 ₫, 14%, 21.000 ₫, 
VACOSI, Bông Giọt Nước Vacosi Pro PH03 (Hộp 1 Cái), 54.000 ₫, 18%, 66.000 ₫, 
australis, Kem Nền Australis Siêu Nhẹ Tông Tự Nhiên #NaturalBuff 30ml, 299.000 ₫, 20%, 374.000 ₫, 
AGE 20's, Phấn Tươi AGE 20's Dưỡng Ẩm Da 21 Light Beige 14gx2 Lõi, 598.000 ₫, 50%, 1.200.000 ₫, 
australis, Phấn Phủ Australis Kiềm Dầu 2in1 #Nude 12g, 239.000 ₫, 20%, 298.000 ₫, 
VACOSI, Phấn Má Hồng Vacosi 01N Sweet Orange 5g, 79.000 ₫, 16%, 94.000 ₫, 
Maybelline, Bút Cushion Che Khuyết Điểm Maybelline 150 Neutralizer 6ml, 169.000 ₫, 19%, 208.000 ₫, 
B.O.M, Chì Kẻ Mày B.O.M 3in1 #03 Choco Brown - Nâu Socola, 229.000 ₫, 8%, 248.000 ₫, 
B.O.M, Son Lì B.O.M #810 My Brick Red - Đỏ Gạch 3.5g, 248.000 ₫, 20%, 310.000 ₫, 
Acnes, Phim Thấm Dầu Acnes Oil Remover Film 100 Tờ, 96.000 ₫, 11%, 108.000 ₫, 
Ceiba, Combo 3 Bông Tẩy Trang Ceiba 100% Chất Liệu Cotton 120 Miếng, 78.000 ₫, 33%, 117.000 ₫, 
VACOSI, Bấm Mi Lò Xo Mini Vacosi BM06, 66.000 ₫, not available, not available, 
B.O.M, Chì Kẻ Mày B.O.M 3in1 #02 Dark Brown - Nâu Đen, 229.000 ₫, 8%, 248.000 ₫, 
Black Rouge, Son Kem Lì Black Rouge A02 Dry Rose - Đỏ Hồng 4.5g, 198.000 ₫, 34%, 298.000 ₫, 
3CE, Son Thỏi 3CE Mịn Lì Misty Day - Màu Hồng Tím San Hô 4g, 408.000 ₫, 7%, 440.000 ₫, 
MAYAN, Giấy Thấm Dầu Mayan Oil Control Paper (100 Tờ/Gói), 15.000 ₫, 40%, 25.000 ₫, 
Lilybyred, Mascara Lông Mày Lilybyred Lâu Trôi 02 Nâu Tự Nhiên 3.5g, 128.000 ₫, 32%, 187.000 ₫, 
Nivea, Son Dưỡng Môi Nivea Ban Đêm Lavender Cấp Ẩm Phục Hồi 4.8 g, 75.000 ₫, 3%, 77.000 ₫, 
Black Rouge, Son Kem Lì Black Rouge A26 Winter Moon Nâu Trầm Pha Cam 4.5g, 164.000 ₫, 45%, 298.000 ₫, 
Ceiba, Combo 2 Bông Tẩy Trang Ceiba 100% Chất Liệu Cotton 120 Miếng, 52.000 ₫, 33%, 78.000 ₫, 
australis, Son Lì Australis Mềm Mịn #Editorial - Cam Thuần 3.2g, 228.000 ₫, 20%, 285.000 ₫, 
australis, Son Lì Australis Mềm Mịn #Luxe - Đỏ Cherry 3.2g, 228.000 ₫, 20%, 285.000 ₫, 
3CE, Son Thỏi 3CE Mịn Lì Mauve Drizzle - Màu Hồng Mận 4g, 352.000 ₫, 20%, 440.000 ₫, 
Horus, Mút Trang Điểm Horus 3D Beauty Sponge Hình Hồ Lô Màu Hồng, 27.000 ₫, 31%, 39.000 ₫, 
Maybelline, Son Kem Maybelline Mịn Lì Như Nhung CM17 Hạt Dẻ 6.4ml, 189.000 ₫, 17%, 228.000 ₫, 
Silkygirl, Bảng Phấn Mắt & Mặt Silkygirl 01 Berry Burst 12.6g, 178.000 ₫, 40%, 298.000 ₫, 
Nivea, Son Trang Điểm Dưỡng Môi Nivea Đỏ Quyến Rũ 4.8g, 86.000 ₫, 21%, 109.000 ₫, 
Felina, Sơn Bóng Felina Siêu Nhanh Khô CB007 18ml, 39.000 ₫, 20%, 49.000 ₫, 
B.O.M, Son Kem Lì B.O.M #H BG 502 Sunset Brown - Cam Da 8.5g, 322.000 ₫, 7%, 348.000 ₫, 
3CE, Son Kem Lì 3CE Breeze Way - Cam Ngọt 4.6g, 272.000 ₫, 20%, 340.000 ₫, 
Hotosu, Combo 2 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 50.000 ₫, 29%, 70.000 ₫, 
Hotosu, Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 25.000 ₫, 29%, 35.000 ₫, 
DHC, Son Dưỡng Môi DHC Không Màu Hỗ Trợ Giảm Thâm Môi 1.5g, 159.000 ₫, 20%, 199.000 ₫, 
Laneige, Phấn Nước Laneige Cho Lớp Nền Mịn Lì 24H #21N 15g, 619.000 ₫, 2%, 630.000 ₫, 
Ipek Klasik, Combo 4 Bông Tẩy Trang Ipek 150 Miếng, 111.000 ₫, 44%, 200.000 ₫, 
Vaseline, Sáp Dưỡng Môi Vaseline Hồng Xinh 7g, 55.000 ₫, 33%, 82.000 ₫, 
innisfree, Phấn Phủ innisfree Kiềm Dầu Dạng Bột Khoáng 5g (Mới 2023), 121.000 ₫, 33%, 180.000 ₫, 
Mihoo, Bông Tẩy Trang Mihoo Kokimi Bông Vuông Túi 240 Miếng, 47.000 ₫, 15%, 55.000 ₫, 
Laneige, Phấn Nước Laneige Cho Lớp Nền Căng Bóng Tự Nhiên 24H #21N 15g, 534.000 ₫, 15%, 630.000 ₫, 
Black Rouge, Son Kem Lì Black Rouge A12 Dashed Brown Nâu Gạch 4.5g, 164.000 ₫, 45%, 298.000 ₫, 
Silcot, Combo 3 Bông Tẩy Trang Silcot Cơ Bản 82 Miếng/Hộp, 100.000 ₫, 15%, 117.000 ₫, 
Hotosu, Combo 5 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 125.000 ₫, 29%, 175.000 ₫, 
Ipek Klasik, Bông Tẩy Trang Ipek 150 Miếng, 27.000 ₫, 37%, 43.000 ₫, 
Silcot, Bông Tẩy Trang Silcot Cơ Bản Hộp 82 Miếng, 32.000 ₫, 27%, 44.000 ₫, 
Browit, Chuốt Mi Browit Kéo Dài Và Cong Mi Dạng Đầu Lược 5.5g, 99.000 ₫, 34%, 149.000 ₫, 
VACOSI, Cọ Tán Nền Vacosi Đầu Bằng F08, 97.000 ₫, 12%, 110.000 ₫, 
B.O.M, Son Lì B.O.M 808 My Warm Red - Đỏ Đất (Bản Giới Hạn) 3.1g, 277.000 ₫, 20%, 348.000 ₫, 
Silkygirl, Phấn Má Hồng Silkygirl 04 Đỏ Hồng Rung Động, 167.000 ₫, 1%, 168.000 ₫, 
VACOSI, Bút Kẻ Mắt Nước Vacosi Siêu Lì Sắc Mảnh Màu Đen #01 5ml, 93.000 ₫, 27%, 128.000 ₫, 
Lilybyred, Chì Kẻ Mắt Lilybyred Siêu Mảnh Lâu Trôi 02 Nâu Đen 0.14g, 138.000 ₫, 18%, 169.000 ₫, 
Kissme, Mascara Kissme Làm Dài Và Cong Mi Mỏng 02 Nâu 4.5g, 214.000 ₫, 20%, 268.000 ₫, 
VACOSI, Bảng Màu Mắt Chuyên Nghiệp Vacosi 82EKB Koffee Brown 45g, 534.000 ₫, 12%, 605.000 ₫, 
L'Oreal, Kẻ Mắt Nước Mắt Mèo L'Oreal Màu Đen 9g, 213.000 ₫, 18%, 259.000 ₫, 
Ma:nyo, Son Dưỡng Ma:nyo Giàu Độ Ẩm Từ Dưa Hấu Và Trái Cây 4ml, 85.000 ₫, 40%, 141.600 ₫, 
VACOSI, Bút Kẻ Mắt Nước Vacosi Siêu Lì Sắc Mảnh Màu Nâu Đen #02 5ml, 93.000 ₫, 27%, 128.000 ₫, 
australis, Che Khuyết Điểm Và Tạo Khối Australis Tông Kem 7.5ml, 176.000 ₫, 20%, 220.000 ₫, 
VACOSI, Bút Kẻ Sợi Mày Tatoo Vacosi 03 Dark Brown 3g, 112.000 ₫, not available, not available, 
3CE, Son Bóng 3CE Căng Mọng Under Pressure - Đỏ Ớt 3g, 358.000 ₫, 6%, 380.000 ₫, 
Glamrr Q, Son Kem Lì Glamrr Q 09 Hei Hei - Đỏ Hồng Đào 5g, 175.000 ₫, 30%, 250.000 ₫, 
L'Oreal, Son Kem L'Oreal Mịn Lì Nhẹ Môi 222 I Impassion - Đỏ Đất 7ml, 209.000 ₫, 25%, 279.000 ₫, 
Black Rouge, Son Tint Black Rouge LV03 Burnning Mara Sắc Đỏ Chilli 4.5g, 209.000 ₫, 30%, 298.000 ₫, 
Glamrr Q, Son Kem Lì Glamrr Q 06 Rainy Day - Đỏ Cam 5g, 174.000 ₫, 30%, 250.000 ₫, 
B.O.M, Son Kem B.O.M #02 BFF - Đỏ Cam 4g, 149.000 ₫, 50%, 298.000 ₫, 
B.O.M, Son Lì B.O.M 802 My Cherry Red - Đỏ Cherry (Bản Giới Hạn) 3.1g, 277.000 ₫, 20%, 348.000 ₫, 
LipIce, Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi Rose - Hồng Cam 2.4g, 61.000 ₫, 22%, 78.000 ₫, 
Lilybyred, Bút Kẻ Mắt Lilybyred Đầu Mảnh, 198.000 ₫, 12%, 225.000 ₫, 
Lilybyred, Phấn Má Hồng Lilybyred 05 French Marsala - Đỏ Hồng Đất 4.7g, 148.000 ₫, 34%, 225.000 ₫, 
Precinox, Kềm Cắt Móng Precinox G201 - 2 Lưỡi Gà, 129.000 ₫, 24%, 169.000 ₫, 
Lilybyred, Son Tint Lilybyred Siêu Lì 07 Daring Cherry - Đỏ Cherry 4g, 168.000 ₫, 31%, 243.000 ₫, 
KAI, Set 3 Dao Cạo Lông Mặt & Lông Mày KAI Lưỡi Đơn #CAL-3P, 41.000 ₫, 9%, 45.000 ₫, 
Black Rouge, Son Bóng Black Rouge HW01 Lady Strawberry - Đỏ Hồng 3.4g, 169.000 ₫, 43%, 298.000 ₫, 
Black Rouge, Son Bóng Black Rouge HW02 Casual Burnt - Cam Ánh Vàng 3.4g, 169.000 ₫, 43%, 298.000 ₫, 
Maybelline, Bút Cushion Che Khuyết Điểm Maybelline 140 Honey 6ml, 169.000 ₫, 19%, 208.000 ₫, 
3CE, Son Bóng 3CE Căng Mọng Stand Off - Đỏ Tươi 3g, 358.000 ₫, 6%, 380.000 ₫, 
Maybelline, Son Bóng Maybelline 65 Saucy - Hồng Gỗ 4.2ml, 229.000 ₫, 23%, 298.000 ₫, 
Silkygirl, Chì Kẻ Chân Mày Silkygirl Kèm Chổi Màu Nâu 02 Dark Brown, 99.000 ₫, 8%, 108.000 ₫, 
Cathy Doll, Kẻ Mày Cathy Doll 3 Trong 1 #03 Ash Brown 0.16g + 0.4g, 134.000 ₫, 21%, 169.000 ₫, 
VACOSI, Combo 3 Bông Trang Điểm Mini Vacosi PH05-02, 59.000 ₫, 14%, 69.000 ₫, 
Silkygirl, Kem Che Khuyết Điểm Silkygirl 02 Natural Tông Tự Nhiên 2ml, 157.000 ₫, 1%, 158.000 ₫, 
B.O.M, Son Lì B.O.M #809 My Chily Red - Đỏ Nâu 3.5g, 248.000 ₫, 20%, 310.000 ₫, 
Naris Cosmetics, Phấn Phủ Trang Điểm Naris Cosmetics 01 Light Purple 12g, 554.000 ₫, not available, 555.000 ₫, 
VACOSI, Chì Mày Vacosi Định Hình Đa Năng 01 Đen 5ml, 94.000 ₫, 16%, 112.000 ₫, 
B.O.M, Son Dưỡng B.O.M 04 Pure Coral - Cam Tự Nhiên 4.5g, 230.000 ₫, 20%, 288.000 ₫, 
Real Techniques, Set 4 Mút Trang Điểm Real Techniques Mini, 199.000 ₫, 13%, 230.000 ₫, 
B.O.M, Son Lì B.O.M 806 My Rose - Hồng Đất 3.5g, 248.000 ₫, 20%, 310.000 ₫, 
Hotosu, Combo 2 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 50.000 ₫, 29%, 70.000 ₫, 
Hotosu, Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 25.000 ₫, 29%, 35.000 ₫, 
DHC, Son Dưỡng Môi DHC Không Màu Hỗ Trợ Giảm Thâm Môi 1.5g, 159.000 ₫, 20%, 199.000 ₫, 
Laneige, Phấn Nước Laneige Cho Lớp Nền Mịn Lì 24H #21N 15g, 619.000 ₫, 2%, 630.000 ₫, 
Ipek Klasik, Combo 4 Bông Tẩy Trang Ipek 150 Miếng, 111.000 ₫, 44%, 200.000 ₫, 
Vaseline, Sáp Dưỡng Môi Vaseline Hồng Xinh 7g, 55.000 ₫, 33%, 82.000 ₫, 
innisfree, Phấn Phủ innisfree Kiềm Dầu Dạng Bột Khoáng 5g (Mới 2023), 121.000 ₫, 33%, 180.000 ₫, 
Mihoo, Bông Tẩy Trang Mihoo Kokimi Bông Vuông Túi 240 Miếng, 47.000 ₫, 15%, 55.000 ₫, 
Laneige, Phấn Nước Laneige Cho Lớp Nền Căng Bóng Tự Nhiên 24H #21N 15g, 534.000 ₫, 15%, 630.000 ₫, 
Black Rouge, Son Kem Lì Black Rouge A12 Dashed Brown Nâu Gạch 4.5g, 164.000 ₫, 45%, 298.000 ₫, 
Silcot, Combo 3 Bông Tẩy Trang Silcot Cơ Bản 82 Miếng/Hộp, 100.000 ₫, 15%, 117.000 ₫, 
Hotosu, Combo 5 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 125.000 ₫, 29%, 175.000 ₫, 
Ipek Klasik, Bông Tẩy Trang Ipek 150 Miếng, 27.000 ₫, 37%, 43.000 ₫, 
Silcot, Bông Tẩy Trang Silcot Cơ Bản Hộp 82 Miếng, 32.000 ₫, 27%, 44.000 ₫, 
Browit, Chuốt Mi Browit Kéo Dài Và Cong Mi Dạng Đầu Lược 5.5g, 99.000 ₫, 34%, 149.000 ₫, 
Trim, Bấm Mi Hiệu TRIM Cao Cấp Eyelash Curler 1 Cái, 60.000 ₫, 3%, 62.000 ₫, 
LipIce, Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi Màu Hồng Đất 2.4g, 64.000 ₫, 18%, 78.000 ₫, 
Gilaa, Son Kem Lì Gilaa Thế Hệ Mới 02 Lovely Day - Đỏ Nâu Trầm 5g, 198.000 ₫, 21%, 250.000 ₫, 
innisfree, Phấn Nước innisfree Kiềm Dầu Màu 21N Vanilla 14g, 390.000 ₫, 25%, 520.000 ₫, 
Himalaya Herbals, Son Dưỡng Môi Himalaya Herbals 10g, 64.000 ₫, 15%, 75.000 ₫, 
Pop Puf, Bông Tẩy Trang Pop Puf Classic 100 Miếng, 25.000 ₫, 17%, 30.000 ₫, 
Lilybyred, Son Tint Lilybyred M12 Muscat Shower - Hồng Lạnh 3.8g, 117.000 ₫, 37%, 187.000 ₫, 
Naris Cosmetics, Phấn Phủ Trang Điểm Naris Cosmetics 03 Natural Beige 12g, 471.000 ₫, 15%, 555.000 ₫, 
3CE, Son Thỏi 3CE Mịn Lì 116 Inked Heart - Nâu Đào 3.5g, 304.000 ₫, 20%, 380.000 ₫, 
VACOSI, Lông Mi Giả 4D Vacosi Phong Cách Tự Nhiên EN01 3 Cặp, 68.000 ₫, 13%, 78.000 ₫, 
LEMONADE, Combo Lemonade Bút Kẻ Mắt + Chuốt Mi Màu Đen 2 Món, 310.000 ₫, 20%, 388.000 ₫, 
Miraculous, Dao Cạo Chân Mày MiraCulous 2 Cây/Bộ, 37.000 ₫, 3%, 38.000 ₫, 
Black Rouge, Son Tint Black Rouge DL03 Fauve Layer - Cam Quế Nâu 4.1g, 185.000 ₫, 42%, 318.000 ₫, 
Milaganics, Son Dưỡng Milaganics Nha Đam Không Màu Giảm Thâm Môi 4.5g, 27.000 ₫, 60%, 67.000 ₫, 
VACOSI, Cọ Tạo Khối Mũi Vacosi Đầu Tròn N02, 45.000 ₫, 15%, 53.000 ₫, 
VACOSI, Cọ Phủ Phấn Mắt Vacosi E15, 38.000 ₫, 22%, 49.000 ₫, 
Silkygirl, Phấn Mắt Silkygirl 4 Ô Có Nhũ 01 Tông Nâu, 133.000 ₫, 21%, 168.000 ₫, 
Silkygirl, Má Hồng Silkygirl Dạng Thỏi Màu Cam Đào 04 Nectarine 4g, 174.000 ₫, 7%, 188.000 ₫, 
VACOSI, Miếng Dán Kích Mí Vacosi Hộp Vuông Size S 500 Miếng, 60.000 ₫, 15%, 71.000 ₫, 
australis, Kem Nền Australis Siêu Nhẹ Tông Hồng Kem #Honeydew 30ml, 299.000 ₫, 20%, 374.000 ₫, 
B.O.M, Phấn Mắt B.O.M 8 Ô #01 Coralism 12g, 478.000 ₫, 20%, 598.000 ₫, 
VACOSI, Cọ Tán Phấn Mắt Vacosi Đầu Bầu Nhọn E16, 39.000 ₫, 20%, 49.000 ₫, 
australis, Kem Nền Australis Siêu Nhẹ Tông Kem Nhạt #LightNeutral 30ml, 299.000 ₫, 20%, 374.000 ₫, 
KAI, Set Dao Cạo Lông Mặt KAI 3 Cái, 79.000 ₫, not available, not available, 
Kissme, Mascara Kissme Làm Dày Và Cong Mi Đen Bóng 4.5g, 227.000 ₫, 12%, 259.000 ₫, 
Maybelline, Son Kem Maybelline Mịn Lì CM01 Đỏ Hồng Cherry 6.4ml, 179.000 ₫, 21%, 228.000 ₫, 
B.O.M, Kẻ Mắt Nước B.O.M Lâu Trôi Màu Nâu 03 Soft Brown 0.5g, 238.000 ₫, 20%, 298.000 ₫, 
Lilybyred, Son Tint Lilybyred Siêu Lì 08 Confident Cherry Tomato - Đỏ Cam 4g, 168.000 ₫, 31%, 243.000 ₫, 
VACOSI, Cọ Khối & Má Hồng Vacosi M09, 82.000 ₫, 17%, 99.000 ₫, 
australis, Kem Lót Australis Bảo Vệ Toàn Diện Cho Mọi Loại Da 30ml, 295.000 ₫, 16%, 352.000 ₫, 
australis, Son Dưỡng Có Màu Australis Cấp Ẩm #Lush 1.4g, 176.000 ₫, 20%, 220.000 ₫, 
australis, Son Dưỡng Có Màu Australis Cấp Ẩm #Fling 1.4g, 176.000 ₫, 20%, 220.000 ₫, 
australis, Che Khuyết Điểm Và Tạo Khối Australis Màu Ngọc Trai 7.5ml, 176.000 ₫, 20%, 220.000 ₫, 
Cathy Doll, Phấn Nền Cathy Doll Mịn Lì 01 Ivory - Da Sáng Hồng 12g, 269.000 ₫, not available, not available, 
Maybelline, Combo Maybelline Bút Kẻ Mắt Nước Màu Đen 0.4g + Chì Kẻ Mày Màu Nâu Đậm 0.25g, 290.000 ₫, 25%, 386.000 ₫, 
Glamrr Q, Son Dưỡng Có Màu Glamrr Q Thuần Chay 00 Cam San Hô Bóng 4.5g, 178.000 ₫, 41%, 300.000 ₫, 
VACOSI, Cọ Che Khuyết Điểm Vacosi F09, 48.000 ₫, 20%, 60.000 ₫, 
Silkygirl, Chì Kẻ Viền Mắt Silkygirl Màu Nâu 02 Dark Brown, 85.000 ₫, 21%, 108.000 ₫, 
Bioderma, Son Dưỡng Bioderma Làm Dịu Môi Khô Nứt Nẻ, 282.000 ₫, 10%, 314.000 ₫, 
Inci, Bông Tẩy Trang Inci Cotton Pads 150 miếng, 30.000 ₫, 33%, 45.000 ₫, 
Hotosu, Combo 2 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 50.000 ₫, 29%, 70.000 ₫, 
Hotosu, Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 25.000 ₫, 29%, 35.000 ₫, 
DHC, Son Dưỡng Môi DHC Không Màu Hỗ Trợ Giảm Thâm Môi 1.5g, 159.000 ₫, 20%, 199.000 ₫, 
Laneige, Phấn Nước Laneige Cho Lớp Nền Mịn Lì 24H #21N 15g, 619.000 ₫, 2%, 630.000 ₫, 
Ipek Klasik, Combo 4 Bông Tẩy Trang Ipek 150 Miếng, 111.000 ₫, 44%, 200.000 ₫, 
Vaseline, Sáp Dưỡng Môi Vaseline Hồng Xinh 7g, 55.000 ₫, 33%, 82.000 ₫, 
innisfree, Phấn Phủ innisfree Kiềm Dầu Dạng Bột Khoáng 5g (Mới 2023), 121.000 ₫, 33%, 180.000 ₫, 
Mihoo, Bông Tẩy Trang Mihoo Kokimi Bông Vuông Túi 240 Miếng, 47.000 ₫, 15%, 55.000 ₫, 
Laneige, Phấn Nước Laneige Cho Lớp Nền Căng Bóng Tự Nhiên 24H #21N 15g, 534.000 ₫, 15%, 630.000 ₫, 
Black Rouge, Son Kem Lì Black Rouge A12 Dashed Brown Nâu Gạch 4.5g, 164.000 ₫, 45%, 298.000 ₫, 
Silcot, Combo 3 Bông Tẩy Trang Silcot Cơ Bản 82 Miếng/Hộp, 100.000 ₫, 15%, 117.000 ₫, 
Hotosu, Combo 5 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng, 125.000 ₫, 29%, 175.000 ₫, 
Ipek Klasik, Bông Tẩy Trang Ipek 150 Miếng, 27.000 ₫, 37%, 43.000 ₫, 
Silcot, Bông Tẩy Trang Silcot Cơ Bản Hộp 82 Miếng, 32.000 ₫, 27%, 44.000 ₫, 
Browit, Chuốt Mi Browit Kéo Dài Và Cong Mi Dạng Đầu Lược 5.5g, 99.000 ₫, 34%, 149.000 ₫, 
Gilaa, Son Kem Lì Gilaa 13 Curse Reverse - Nâu Gạch Trầm 5g, 209.000 ₫, 30%, 298.000 ₫, 
VACOSI, Cọ Tạo Khối Vacosi Kabuki Đầu Xéo M17, 78.000 ₫, 13%, 90.000 ₫, 
Silkygirl, Chì Kẻ Mắt Silkygirl Màu Đen 01 Blackest Black 0.28g, 101.000 ₫, 20%, 126.000 ₫, 
Naris Cosmetics, Kem Trang Điểm Naris Cosmetics Sáng Da Màu 01 30g, 145.000 ₫, 15%, 170.000 ₫, 
Cathy Doll, Phấn Nền Cathy Doll Mịn Lì 03 Medium Beige - Da Trung Bình 12g, 269.000 ₫, not available, not available, 
Black Rouge, Son Kem Lì Black Rouge A45 Bring It Brick - Đỏ Gạch 4.5g, 164.000 ₫, 45%, 298.000 ₫, 
3CE, Son Kem Lì 3CE Double Wind - Đỏ Rượu Vang 4.6g, 272.000 ₫, 20%, 340.000 ₫, 
Silkygirl, Chì Kẻ Mày Silkygirl Hai Đầu Lâu Trôi 02 Nâu Đậm 0.15g, 164.000 ₫, 8%, 178.000 ₫, 
B.O.M, Mascara B.O.M Làm Dày & Cong Mi 01 Màu Đen 8g, 277.000 ₫, 20%, 348.000 ₫, 
Melty Cream Lip, Son Dưỡng Môi Mentholatum Melty Cream Lip Không Mùi 2.4g, 98.000 ₫, 22%, 125.000 ₫, 
Milaganics, Son Dưỡng Môi Milaganics Gấc Dưỡng Ẩm, 30.000 ₫, 59%, 74.000 ₫, 
Mira, Dao Cạo Chân Mày Mira 2 Cây B644, 32.000 ₫, 9%, 35.000 ₫, 
Real Techniques, Set 2 Mút Trang Điểm Real Techniques Tán Nền + Dặm Phấn Phủ, 199.000 ₫, 41%, 340.000 ₫, 
VACOSI, Bông Giọt Nước Vạt Xéo Vacosi Pro PH02 (Hộp 1 Cái), 54.000 ₫, 16%, 64.000 ₫, 
Lilybyred, Phấn Má Hồng Lilybyred 02 Dollish Rose - Hồng Sữa 4.7g, 158.000 ₫, 30%, 225.000 ₫, 
AGE 20's, Phấn Tươi AGE 20's Dưỡng Da Lâu Trôi 21 Light Beige 14gx2 Lõi, 790.000 ₫, 34%, 1.200.000 ₫, 
L'Oreal, Kem Nền L'Oréal Mịn Nhẹ Dưỡng Da Dạng Lỏng F2 30ml, 262.000 ₫, 18%, 319.000 ₫, 
VACOSI, Bông Phấn Ướt Vacosi Tam Giác Vuông BP11 2 Miếng, 17.000 ₫, 19%, 21.000 ₫, 
Cathy Doll, Son Kem Lì Cathy Doll #06 Behind The Sun 3.5g, 159.000 ₫, not available, not available, 
B.O.M, Son Lì B.O.M 805 My Light Coral - Hồng San Hô 3.5g, 247.000 ₫, 20%, 310.000 ₫, 
Cathy Doll, Kem Che Khuyết Điểm Cathy Doll Mịn Lì 01 Da Sáng Hồng 2.4g, 109.000 ₫, not available, not available, 
Olea, Bông Tẩy Trang Olea 140 Miếng, 32.000 ₫, 18%, 39.000 ₫, 
3CE, Bảng Phấn Mắt 3CE Multi Eye Color - Dear Nude 8.5g, 549.000 ₫, 30%, 780.000 ₫, 
VACOSI, Bút Kẻ Mắt Nước Vacosi 24H Không Lem Màu Nâu (Bản Mới) 0.6g, 126.000 ₫, 20%, 158.000 ₫, 
Silkygirl, Phấn Phủ Silkygirl Dạng Bột Giảm Nhờn 02 Tông Tự Nhiên 10g, 174.000 ₫, 7%, 188.000 ₫, 
Kissme, Son Dưỡng Kissme Cho Bé 6 Tháng Tuổi Và Da Nhạy Cảm 2.5g, 109.000 ₫, 16%, 129.000 ₫, 
